element,system,code,display,occurrences
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9100Z,"Drainage of Facial Muscle with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K930ZZ,"Drainage of Left Neck Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9700Z,"Drainage of Right Upper Arm Muscle with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K970ZZ,"Drainage of Right Upper Arm Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K980ZZ,"Drainage of Left Upper Arm Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9F3ZZ,"Drainage of Right Trunk Muscle, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9K3ZZ,"Drainage of Right Abdomen Muscle, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9Q30Z,"Drainage of Right Upper Leg Muscle with Drainage Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9R00Z,"Drainage of Left Upper Leg Muscle with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9R0ZZ,"Drainage of Left Upper Leg Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9R30Z,"Drainage of Left Upper Leg Muscle with Drainage Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9R3ZZ,"Drainage of Left Upper Leg Muscle, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K9T3ZX,"Drainage of Left Lower Leg Muscle, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KB10ZZ,"Excision of Facial Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KB53ZX,"Excision of Right Shoulder Muscle, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KBJ3ZZ,"Excision of Left Thorax Muscle, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KBK3ZX,"Excision of Right Abdomen Muscle, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KBQ3ZX,"Excision of Right Upper Leg Muscle, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KBT0ZX,"Excision of Left Lower Leg Muscle, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KC80ZZ,"Extirpation of Matter from Left Upper Arm Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KCF0ZZ,"Extirpation of Matter from Right Trunk Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KCT0ZZ,"Extirpation of Matter from Left Lower Leg Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KD50ZZ,"Extraction of Right Shoulder Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KDD0ZZ,"Extraction of Left Hand Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KDL0ZZ,"Extraction of Left Abdomen Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KDW0ZZ,"Extraction of Left Foot Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KHY3YZ,"Insertion of Other Device into Lower Muscle, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KNP0ZZ,"Release Left Hip Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KR207Z,"Replacement of Right Neck Muscle with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KR307Z,"Replacement of Left Neck Muscle with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KRQ07Z,"Replacement of Right Upper Leg Muscle with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KSD0ZZ,"Reposition Left Hand Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KTH0ZZ,"Resection of Right Thorax Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KUJ07Z,"Supplement Left Thorax Muscle with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KUL0JZ,"Supplement Left Abdomen Muscle with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KUR07Z,"Supplement Left Upper Leg Muscle with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KWY07Z,"Revision of Autologous Tissue Substitute in Lower Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KX00ZZ,"Transfer Head Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXF0Z7,"Transfer Right Trunk Muscle, Deep Inferior Epigastric Artery Perforator Flap, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXG0Z0,"Transfer Left Trunk Muscle with Skin, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXJ0Z0,"Transfer Left Thorax Muscle with Skin, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXK0Z0,"Transfer Right Abdomen Muscle with Skin, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXN0Z0,"Transfer Right Hip Muscle with Skin, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXN0Z2,"Transfer Right Hip Muscle with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXR0Z2,"Transfer Left Upper Leg Muscle with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0KXS0Z0,"Transfer Right Lower Leg Muscle with Skin, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0L9700Z,"Drainage of Right Hand Tendon with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LB10ZZ,"Excision of Right Shoulder Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LBM0ZZ,"Excision of Left Upper Leg Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LD70ZZ,"Extraction of Right Hand Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LMN0ZZ,"Reattachment of Right Lower Leg Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LMR0ZZ,"Reattachment of Left Knee Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LMT0ZZ,"Reattachment of Left Ankle Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LQN0ZZ,"Repair Right Lower Leg Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LQS0ZZ,"Repair Right Ankle Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LQT0ZZ,"Repair Left Ankle Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LQV0ZZ,"Repair Right Foot Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LQW0ZZ,"Repair Left Foot Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LSV0ZZ,"Reposition Right Foot Tendon, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0LUQ07Z,"Supplement Right Knee Tendon with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0M943ZX,"Drainage of Left Elbow Bursa and Ligament, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0M9M3ZX,"Drainage of Left Hip Bursa and Ligament, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0M9N0ZZ,"Drainage of Right Knee Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MB10ZZ,"Excision of Right Shoulder Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MBD0ZZ,"Excision of Lower Spine Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MBH0ZZ,"Excision of Right Abdomen Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MBL0ZX,"Excision of Right Hip Bursa and Ligament, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MBW0ZZ,"Excision of Left Lower Extremity Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MD10ZZ,"Extraction of Right Shoulder Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MD20ZZ,"Extraction of Left Shoulder Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MDL0ZZ,"Extraction of Right Hip Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MNN4ZZ,"Release Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MNP0ZZ,"Release Left Knee Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MQP0ZZ,"Repair Left Knee Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MSN0ZZ,"Reposition Right Knee Bursa and Ligament, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MSN4ZZ,"Reposition Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0MUN0KZ,"Supplement Right Knee Bursa and Ligament with Nonautologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0N903ZX,"Drainage of Skull, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NB30ZZ,"Excision of Right Parietal Bone, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NBP0ZZ,"Excision of Right Orbit, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NHT05Z,"Insertion of External Fixation Device into Right Mandible, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NJ00ZZ,"Inspection of Skull, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NP0X0Z,"Removal of Drainage Device from Skull, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NPW0JZ,"Removal of Synthetic Substitute from Facial Bone, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NR10KZ,"Replacement of Frontal Bone with Nonautologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NR20JZ,"Replacement of Left Frontal Bone with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NR20KZ,"Replacement of Left Frontal Bone with Nonautologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NR40JZ,"Replacement of Left Parietal Bone with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NR607Z,"Replacement of Left Temporal Bone with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NRR07Z,"Replacement of Maxilla with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NSF04Z,"Reposition Right Ethmoid Bone with Internal Fixation Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NSR34Z,"Reposition Maxilla with Internal Fixation Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NSS34Z,"Reposition Left Maxilla with Internal Fixation Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NU207Z,"Supplement Left Frontal Bone with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NUB07Z,"Supplement Nasal Bone with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0NW00JZ,"Revision of Synthetic Substitute in Skull, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0P9H0ZX,"Drainage of Right Radius, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PB20ZX,"Excision of 3 or More Ribs, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PB70ZX,"Excision of Right Glenoid Cavity, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PB80ZX,"Excision of Left Glenoid Cavity, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PBC0ZX,"Excision of Right Humeral Head, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PBD0ZZ,"Excision of Left Humeral Head, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PBH0ZX,"Excision of Right Radius, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PBJ0ZZ,"Excision of Left Radius, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PBM0ZZ,"Excision of Right Carpal, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PBQ0ZZ,"Excision of Left Metacarpal, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PDG0ZZ,"Extraction of Left Humeral Shaft, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PH204Z,"Insertion of Internal Fixation Device into 3 or More Ribs, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PH304Z,"Insertion of Internal Fixation Device into Cervical Vertebra, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PH404Z,"Insertion of Internal Fixation Device into Thoracic Vertebra, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PH434Z,"Insertion of Internal Fixation Device into Thoracic Vertebra, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PHF06Z,"Insertion of Intramedullary Internal Fixation Device into Right Humeral Shaft, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PHF36Z,"Insertion of Intramedullary Internal Fixation Device into Right Humeral Shaft, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PHG04Z,"Insertion of Internal Fixation Device into Left Humeral Shaft, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PHL04Z,"Insertion of Internal Fixation Device into Left Ulna, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PN00ZZ,"Release Sternum, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PP804Z,"Removal of Internal Fixation Device from Left Glenoid Cavity, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PPJX5Z,"Removal of External Fixation Device from Left Radius, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PPK04Z,"Removal of Internal Fixation Device from Right Ulna, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PQV0ZZ,"Repair Left Finger Phalanx, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PRH07Z,"Replacement of Right Radius with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PRH0JZ,"Replacement of Right Radius with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PSC0ZZ,"Reposition Right Humeral Head, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PSG06Z,"Reposition Left Humeral Shaft with Intramedullary Internal Fixation Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PSJ35Z,"Reposition Left Radius with External Fixation Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PSN04Z,"Reposition Left Carpal with Internal Fixation Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PSR35Z,"Reposition Right Thumb Phalanx with External Fixation Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0PST34Z,"Reposition Right Finger Phalanx with Internal Fixation Device, Percutaneous Approach",2
