mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00006417,Menopausal Symptoms Suppressant-SSRI Antidepressant Type,373225007,Selective serotonin re-uptake inhibitor,,373225007,Selective serotonin re-uptake inhibitor,0.85,ok,SSRI antidepressant; suppressant-use qualifier not part of substance code
00006419,Antineoplastic - 2nd generation EGFR tyrosine kinase inhibitor,,,"code-search proposed 409402009 'Epidermal growth factor receptor inhibitor' at 0.70, below the 0.8 threshold.",409402009,Epidermal growth factor receptor inhibitor,0.70,below-threshold,Closest broader match; no code for 2nd-gen EGFR TKI subclass
00006421,Live Vaccine and Live Virus Formulations,50080151000188106,Live attenuated virus antigen,,50080151000188106,Antigen of live attenuated virus,0.80,ok,Broadest substance concept for live virus/vaccine formulations
00006429,Antidepressant - SSRI and Serotonin (5-HT) Receptor Modulator,373225007,Selective serotonin re-uptake inhibitor,,373225007,Selective serotonin re-uptake inhibitor,0.85,ok,SSRI component matches exactly; the 5-HT receptor modulator element has no precise code
00006430,Pulmonary Antihypertensive Agents-Soluble Guanylate Cyclase Stimulator,,,"code-search proposed 713333001 'Riociguat' at 0.70, below the 0.8 threshold.",713333001,Riociguat,0.70,below-threshold,Soluble guanylate cyclase stimulator for pulmonary hypertension; specific drug for the class
00006432,Estrogen and Selective Estrogen Receptor Modulator (SERM) Combinations,,,"code-search proposed 415515000 'Selective estrogen receptor modulator' at 0.75, below the 0.8 threshold.",415515000,Selective estrogen receptor modulator,0.75,below-threshold,Closest match; no single code for estrogen+SERM combination
00006433,Antineoplastic - Bruton's tyrosine kinase (BTK) inhibitor,,,"code-search proposed 372917005 'Protein-tyrosine kinase inhibitor' at 0.75, below the 0.8 threshold.",372917005,Protein-tyrosine kinase inhibitor,0.75,below-threshold,No exact BTK inhibitor class concept; closest broader match without overstepping
00006434,Hepatitis C - Nucleos(t)ide Analog NS5B Polymerase Inhibitors,736610007,Hepatitis C virus protein NS5B inhibitor,,736610007,Hepatitis C virus protein NS5B inhibitor,0.85,ok,Best broader match for NS5B polymerase inhibitor class; nucleoside qualifier not separately coded
00006436,DMARD - Phosphodiesterase-4 (PDE4) Inhibitors,703351007,Phosphodiesterase 4 inhibitor,,703351007,Phosphodiesterase 4 inhibitor,0.90,ok,FSN matches PDE4 inhibitor class; DMARD qualifier not in terms
00006444,Appetite Stimulants - Progestin Hormone Type,419430000,Synthetic progestogen,,419430000,Synthetic progestogen,0.80,ok,"Progestin hormone type substance; appetite stimulant is indication, not substance property"
00006453,Movement Disorder Therapy - Huntington's Disease,,,code-search proposed 58756001 'Huntington's chorea' at 0.80 but that code is not a member of SNOMED CT <<105590001.,58756001,Huntington's chorea,0.80,out-of-constraint,Therapy label refers to Huntington's disease; chorea is its historical SAME_AS equivalent. Subtype candidates overstep.
00006454,Movement Disorder Therapy - Restless Legs Syndrome,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00006459,"Asthma/COPD - Beta 2-Adrenergic Agents, Inhaled, Ultra-Long Acting",,,"code-search proposed 373215002 'Substance with beta-2 adrenergic receptor agonist mechanism of action' at 0.70, below the 0.8 threshold.",373215002,Substance with beta-2 adrenergic receptor agonist mechanism of action,0.70,below-threshold,Closest class match; lacks ultra-long acting/inhaled specificity
00006460,"Asthma/COPD - Anticholinergic Agents, Inhaled Short Acting",,,"code-search proposed 372518007 'Ipratropium' at 0.75, below the 0.8 threshold.",372518007,Ipratropium,0.75,below-threshold,Ipratropium is the inhaled short-acting anticholinergic agent for asthma/COPD; no class code exists
00006461,"Asthma/COPD - Anticholinergic Agents, Inhaled Long Acting",,,"code-search proposed 372679000 'Substance with muscarinic receptor antagonist mechanism of action' at 0.70, below the 0.8 threshold.",372679000,Substance with muscarinic receptor antagonist mechanism of action,0.70,below-threshold,Class-level anticholinergic substance; no specific LAMA code exists
00006462,Dermatological - Antibacterial Povidone-Iodine Preparations,386989006,Povidone-iodine,,386989006,Povidone iodine,0.85,ok,Substance is povidone-iodine; dermatological/antibacterial are qualifiers
00006464,Vitamin C Combinations,787952005,Vitamin C and/or vitamin C derivative,,787952005,Vitamin C and/or vitamin C derivative,0.85,ok,Combination concept capturing vitamin C and derivatives
00006466,"Dermatological - Pigmenting, Photosensitizing Agents",,,code-search proposed 108817007 'Photosensitizing agent' at 0.80 but that code is not a member of SNOMED CT <<105590001.,108817007,Photosensitizing agent,0.80,out-of-constraint,Primary dermatologic agent class in input
00006467,"Dermatological - Pigmenting, Colorizing Agents",65863008,Pigment,,65863008,Pigment,0.80,ok,Active replacement for 'Pigmenting agent'; broadest match for colorizing agents
00006471,"Inflammatory Bowel Agent - Integrin Receptor Antagonist, MC Antibody",,,"code-search proposed 704256006 'Vedolizumab' at 0.75, below the 0.8 threshold.",704256006,Vedolizumab,0.75,below-threshold,Integrin receptor antagonist monoclonal antibody used for inflammatory bowel disease; only such agent in VS
00006474,"Epidermal Growth Factor Recept (HER-2) Subdomain II Blocker, Rec-MC Ab",704226002,Pertuzumab,,704226002,Pertuzumab,0.85,ok,Pertuzumab is the HER2 subdomain II blocker (recombinant mAb); other candidates bind different subdomains
00006475,Dermatological - Antifungal Triazole,372632000,Triazole antifungal,,372632000,Triazole antifungal,0.85,ok,General triazole antifungal category captures the class; dermatological is context
00006476,Antihyperglycemic - SGLT-2 Inhibitor and Biguanide Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 12 tool call(s)
00006477,Prostatic Hypertrophy Agent-Sel.cGMP Phosphodiesterase Type5 Inhibitor,407313002,Phosphodiesterase 5 inhibitor,,407313002,Phosphodiesterase 5 inhibitor,0.85,ok,FSN matches substance; 'prostatic hypertrophy agent' is therapeutic-use qualifier
00006479,Cannabis and Cannabinoid Receptor Agonists,771355003,Cannabinoid receptor agonist,,771355003,Cannabinoid receptor agonist,0.90,ok,FSN matches 'Cannabinoid Receptor Agonists' exactly
00006483,Antineoplastic - Phosphatidylinositol 3-Kinase (PI3K) Inhibitors,710277005,Phosphoinositide 3 kinase inhibitor,,710277005,Phosphoinositide 3 kinase inhibitor,0.90,ok,"FSN names the PI3K inhibitor class; input is the class, not a specific drug"
00006484,Antineoplastic - PI3K-delta Inhibitors,710277005,Phosphoinositide 3 kinase inhibitor,,710277005,Phosphoinositide 3 kinase inhibitor,0.80,ok,Class-level PI3K inhibitor; broader than delta-specific but captures meaning without overstepping to a single drug
00006486,DMARD - Immunosuppressives,,,"code-search proposed 372823004 'Immunosuppressant' at 0.75, below the 0.8 threshold.",372823004,Immunosuppressant,0.75,below-threshold,DMARDs are immunosuppressants; no exact DMARD substance concept exists in VS
00006487,DMARD - Antimalarials,373287002,Antimalarial,,373287002,Antimalarial,0.85,ok,FSN 'Substance with antimalarial mechanism of action' matches the antimalarial class
00006488,DMARD - B Cell Targeted Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The searches return no relevant substance candidates. The ValueSet is Substance (<<105590001), and ""DMARD - B Cell Targeted Agents"" is a drug class/category, not a specific substance. No candidate matches this meaning."
00006489,Phosphate Binders - Calcium-based,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00006491,Phosphate Binders - Iron-based,,,"code-search proposed 763035003 'Ferric citrate' at 0.70, below the 0.8 threshold.",763035003,Ferric citrate,0.70,below-threshold,Canonical iron-based phosphate binder; no class-level code exists
00006492,Sedative-Hypnotic - Orexin Receptor Antagonist,838466008,Orexin receptor antagonist,,838466008,Orexin receptor antagonist,0.85,ok,"FSN matches substance class; sedative-hypnotic is usage, not stated by candidate"
00006494,Antiretroviral-Nucleoside Analogs and Integrase Inhibitor combinations,,,"code-search proposed 713540004 'Substance with antiretroviral mechanism of action' at 0.70, below the 0.8 threshold.",713540004,Substance with antiretroviral mechanism of action,0.70,below-threshold,No single code for combination; broadest class as primary
00006496,Antineoplastic-Anti-Programmed Cell Death Receptor-1 (PD-1) MC Antib.,781566000,Programmed cell death protein 1 inhibitor,,781566000,Programmed cell death protein 1 inhibitor,0.90,ok,FSN matches PD-1 inhibitor class; specific drugs would overstep
00006497,Hepatitis C - NS5A Replication Complex Inhibitors,712516001,Hepatitis C virus protein NS5A inhibitor,,712516001,Hepatitis C virus protein NS5A inhibitor,0.95,ok,FSN matches hepatitis C NS5A inhibitor mechanism exactly
00006498,Anti-Obesity-Opioid Antag/Norepinephrine and Dopamine Reuptake Inhibit,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00006499,"Dermatological - Antipsoriatics Systemic, Phosphodiesterase 4 Inhib.",703350008,Apremilast,,703350008,Apremilast,0.90,ok,Systemic PDE4 inhibitor used for psoriasis; matches intended class specifically
00006500,Ophthalmic Antibiotic - Cephalosporins,764147003,Cephalosporin,,764147003,Cephalosporin,0.85,ok,Substance is cephalosporin; ophthalmic is route qualifier not a distinct substance
00006502,Fibromyalgia Agents - GABA Analogs,386845007,Gabapentin,,386845007,Gabapentin,0.85,ok,GABA analog used for fibromyalgia
00006505,Hepatitis C - NS5B Polymerase and NS5A Inhibitor Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00006508,Pulmonary Fibrosis Treatment Agents - Multikinase Inhibitors,712494002,Nintedanib,,712494002,Nintedanib,0.85,ok,Nintedanib is the multikinase inhibitor used for pulmonary fibrosis; clearest clinical referent
00006515,Amyloidosis Agents- Transthyretin (TTR) Stabilizer,1388551008,Transthyretin stabiliser,,1388551008,Transthyretin stabiliser,0.85,ok,FSN matches transthyretin stabilizer mechanism of action
00006516,Antineoplastic - Poly (ADP-ribose) polymerase (PARP) inhibitors,723983003,Polyadenosine 5'-diphosphoribose polymerase inhibitor,,723983003,Substance with polyadenosine 5'-diphosphoribose polymerase inhibitor mechanism of action,0.85,ok,FSN matches PARP inhibitor class mechanism of action
00006517,"Hepatitis C- NS5A, NS3/4A  Protease and Non-Nucleo.NS5B Poly Inh. Comb",,,"code-search proposed 714426007 'Hepatitis C virus NS3/4A protease inhibitor' at 0.50, below the 0.8 threshold.",714426007,Hepatitis C virus NS3/4A protease inhibitor,0.50,below-threshold,No single code for the 3-class combination; NS3/4A protease inhibitor is the closest candidate
00006519,Alzheimer's Thx - NMDA Receptor Antag. and Cholinesterase Inhib. Comb,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00006520,Anti-Obesity - Glucagon-Like Peptide-1 (GLP-1) Receptor Agonists,416171004,Glucagon-like peptide 1 receptor agonist,,416171004,Glucagon-like peptide 1 receptor agonist,0.90,ok,FSN matches GLP-1 receptor agonist substance; anti-obesity is context
00006522,"Antipsoriatic Agents-Interleukin-17 (IL-17) Antagonist, MC Antibody",,,"code-search proposed 1389272003 'Interleukin 17 receptor antagonist' at 0.70, below the 0.8 threshold.",1389272003,Interleukin 17 receptor antagonist,0.70,below-threshold,Closest class match for IL-17 antagonist antipsoriatic agent
00006523,Antihyperglycemic - SGLT-2 Inhibitor and DPP-4 Inhibitor Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 12 tool call(s)
00006524,Antineoplastic - Cyclin-Dependent Kinase (CDK) 4/6 Inhibitors,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00006525,Hepatitis C - NS5A Inhibitor and NS3/4A Protease Inhibitor Combination,712516001,Hepatitis C virus protein NS5A inhibitor,,712516001,Hepatitis C virus protein NS5A inhibitor,0.80,ok,Primary drug class in the combination; no single combination code exists
00006528,Amino Acid - Carnitine Derivatives,,,"code-search proposed 59888006 'Carnitine' at 0.70, below the 0.8 threshold.",59888006,Carnitine,0.70,below-threshold,Carnitine is the base substance for the carnitine derivatives class
00006530,Parathyroid Hormones,4076007,Parathyroid hormone,,4076007,Parathyroid hormone,0.85,ok,
00006535,"Antihyperglycemic-Insulin, Long Acting and GLP-1 Receptor Agonist Comb",,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00006537,Amino Acid - Tyrosine,27378009,Tyrosine,,27378009,Tyrosine,0.85,ok,FSN matches input 'Amino Acid - Tyrosine' (Tyrosine is an amino acid)
00006564,Cystic Fib-Transmemb Conduct. Reg.(CFTR) Potentiator and Corrector Cmb,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00006569,Angiotensin II Receptor Blocker-Neprilysin Inhibitor Comb. (ARNi),230561000087108,Sacubitril valsartan sodium salt complex,,230561000087108,Sacubitril valsartan sodium salt complex,0.85,ok,ARNi = sacubitril/valsartan combination; FSN captures the substance
00006575,Polycystic Kidney Disease - Vasopressin V2 Receptor Antagonists,422027004,Vasopressin receptor antagonist,,422027004,Vasopressin receptor antagonist,0.80,ok,Class-level concept matches vasopressin receptor antagonist class; V2 specificity not captured
00006578,Anti-PCSK9 Monoclonal Antibodies,737573001,PCSK9 inhibitor,,737573001,PCSK9 inhibitor,0.80,ok,Broader class matching anti-PCSK9; no exact class code exists
00006580,IBS Agent - Mixed Opioid Receptor Agonist and Antagonist,,,"code-search proposed 373699000 'Morphinan opioid' at 0.60, below the 0.8 threshold.",373699000,Morphinan opioid,0.60,below-threshold,"Best available; mixed agonist/antagonist agent, no exact SNOMED concept"
00006588,"Antipsychotic-Atypical,D3/D2 Receptor Partial Agonist-Serotonin Mixed",406784005,Aripiprazole,,406784005,Aripiprazole,0.80,ok,Atypical antipsychotic D2/D3 partial agonist with serotonin activity; aripiprazole is the prototypical referent
00006589,"Antipsychotic-Atypical,D2 Receptor Partial Agonist-5HT Serotonin Mixed",,,"code-search proposed 406784005 'Aripiprazole' at 0.70, below the 0.8 threshold.",406784005,Aripiprazole,0.70,below-threshold,Atypical antipsychotic with D2 partial agonist and serotonin activity; aripiprazole is the clear referent
