mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
RAMI125,Ramipril 1.25mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,845488,ramipril 1.25 MG Oral Capsule,,code-search,,Ramipril 1.25mg Capsule,845488,ramipril 1.25 MG Oral Capsule,0.98,ok,FSN matches input exactly
RAMI5,Ramipril 5mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,198189,ramipril 5 MG Oral Capsule,,code-search,,Ramipril 5mg Capsule,198189,ramipril 5 MG Oral Capsule,0.98,ok,FSN matches input exactly
RANI150,ZANtac,http://www.nlm.nih.gov/research/umls/rxnorm,152523,Zantac,,term-join,Q1-exact,ZANtac,,,,not-needed,
RANI150L,Ranitidine (Liquid) 150mg UD Cup,http://www.nlm.nih.gov/research/umls/rxnorm,756168,ranitidine 150 MG/ML Oral Solution,,code-search,,Ranitidine (Liquid) 150mg UD Cup,756168,ranitidine 150 MG/ML Oral Solution,0.85,ok,Liquid 150mg ranitidine matches oral solution
RANOL500,Ranolazine ER,http://www.nlm.nih.gov/research/umls/rxnorm,35829,ranolazine,,code-search,,Ranolazine ER,35829,ranolazine,0.80,ok,ER is a formulation qualifier; base concept ranolazine matches
RASA0.5,Rasagiline 0.5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,636664,rasagiline 0.5 MG Oral Tablet,,code-search,,Rasagiline 0.5 mg Tablet,636664,rasagiline 0.5 MG Oral Tablet,1.00,ok,FSN matches input exactly
REFRESH,Refresh Plus,http://www.nlm.nih.gov/research/umls/rxnorm,1188426,carboxymethylcellulose sodium 0.5 % Ophthalmic Solution,,code-search,,Refresh Plus,1188426,carboxymethylcellulose sodium 0.5 % Ophthalmic Solution,0.85,ok,Refresh Plus is carboxymethylcellulose sodium 0.5% eye lubricant
RENV800,sevelamer HYDROCHLORIDE,http://www.nlm.nih.gov/research/umls/rxnorm,237125,sevelamer hydrochloride,,term-join,Q1-exact,sevelamer HYDROCHLORIDE,,,,not-needed,
REPA0.5,Repaglinide 0.5mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,200257,repaglinide 0.5 MG Oral Tablet,,code-search,,Repaglinide 0.5mg Tablet,200257,repaglinide 0.5 MG Oral Tablet,0.98,ok,FSN matches input exactly
REPA2,Repaglinide 2mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,200258,repaglinide 2 MG Oral Tablet,,code-search,,Repaglinide 2mg Tablet,200258,repaglinide 2 MG Oral Tablet,0.98,ok,FSN matches input exactly
RETA10000HD,RETA10000HD,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,RETA10000HD,,,,no-label,
RETA10000NERSD,RETA10000NERSD,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,RETA10000NERSD,,,,no-label,
RETA2000HD,RETA2000HD,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,RETA2000HD,,,,no-label,
RETA3000HD,RETA3000HD,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,RETA3000HD,,,,no-label,
RETA4000HD,RETA4000HD,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,RETA4000HD,,,,no-label,
RIBA200,Ribavirin 200 mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,312817,ribavirin 200 MG Oral Capsule,,code-search,,Ribavirin 200 mg Capsule,312817,ribavirin 200 MG Oral Capsule,0.95,ok,FSN matches input exactly
RIBO50,Riboflavin (Vitamin B-2) 50mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,204624,riboflavin 50 MG Oral Tablet,,code-search,,Riboflavin (Vitamin B-2) 50mg Tab,204624,riboflavin 50 MG Oral Tablet,0.85,ok,FSN matches input exactly
RIFA150,RifAMPin 150 mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,198201,rifAMPin 150 MG Oral Capsule,,code-search,,RifAMPin 150 mg Capsule,198201,rifAMPin 150 MG Oral Capsule,0.97,ok,FSN matches input exactly
RIFA200,Rifaximin 200mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,429662,rifAXIMin 200 MG Oral Tablet,,code-search,,Rifaximin 200mg Tablet,429662,rifAXIMin 200 MG Oral Tablet,0.98,ok,FSN matches input exactly
RIFA20L,Rifaximin Oral Suspension Conc: 20 mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,420257,rifaximin 20 MG/ML Oral Suspension,,code-search,,Rifaximin Oral Suspension Conc: 20 mg / mL,420257,rifaximin 20 MG/ML Oral Suspension,0.98,ok,FSN matches input exactly
RIFA300,RifAMPin 300mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,198202,rifAMPin 300 MG Oral Capsule,,code-search,,RifAMPin 300mg Capsule,198202,rifAMPin 300 MG Oral Capsule,0.97,ok,FSN matches input exactly
RIFA550,Xifaxan,http://www.nlm.nih.gov/research/umls/rxnorm,539786,XIFAXAN,,term-join,Q1-exact,Xifaxan,,,,not-needed,
RILP25,Rilpivirine,http://www.nlm.nih.gov/research/umls/rxnorm,1102270,rilpivirine,,term-join,Q1-exact,Rilpivirine,,,,not-needed,
RILU50,Riluzole,http://www.nlm.nih.gov/research/umls/rxnorm,35623,riluzole,,term-join,Q1-exact,Riluzole,,,,not-needed,
RISP025,RISperidone 0.25mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312828,risperiDONE 0.25 MG Oral Tablet,,code-search,,RISperidone 0.25mg Tablet,312828,risperiDONE 0.25 MG Oral Tablet,0.95,ok,FSN matches input exactly; disintegrating variant oversteps
RISP05,RisperiDONE Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,199387,risperiDONE 1 MG in 1 mL Oral Solution,,code-search,,RisperiDONE Oral Solution,199387,risperiDONE 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches risperidone oral solution
RISP1,Risperidone (Disintegrating Tablet),http://www.nlm.nih.gov/research/umls/rxnorm,35636,risperidone,,term-join,Q3-paren,Risperidone (Disintegrating Tablet),,,,not-needed,
RISP1L,RISperidone Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,199387,risperiDONE 1 MG in 1 mL Oral Solution,,code-search,,RISperidone Oral Solution,199387,risperiDONE 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches risperidone oral solution
RISP2,Risperidone (Disintegrating Tablet),http://www.nlm.nih.gov/research/umls/rxnorm,35636,risperidone,,term-join,Q3-paren,Risperidone (Disintegrating Tablet),,,,not-needed,
RISP50I,Risperidone Long Acting Injection 50mg Injection,http://www.nlm.nih.gov/research/umls/rxnorm,402012,risperiDONE 50 MG Extended Release Injection,,code-search,,Risperidone Long Acting Injection 50mg Injection,402012,risperiDONE 50 MG Extended Release Injection,0.90,ok,Long acting injection = extended release; 50mg matches
RISPM0.5,RISperidone Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,199387,risperiDONE 1 MG in 1 mL Oral Solution,,code-search,,RISperidone Oral Solution,199387,risperiDONE 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches risperidone oral solution
RISPM1,RISperidone (Disintegrating Tablet),http://www.nlm.nih.gov/research/umls/rxnorm,35636,risperidone,,term-join,Q3-paren,RISperidone (Disintegrating Tablet),,,,not-needed,
RITA10,MethylPHENIDATE (Ritalin) 10mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1091150,methylphenidate HCl 10 MG Oral Tablet,,code-search,,MethylPHENIDATE (Ritalin) 10mg Tablet,1091150,methylphenidate HCl 10 MG Oral Tablet,0.90,ok,Matches methylphenidate 10mg tablet; plain oral tablet best fit
RITA5,Ritalin,http://www.nlm.nih.gov/research/umls/rxnorm,224917,Ritalin,,term-join,Q1-exact,Ritalin,,,,not-needed,
RITO100T,Ritonavir (Oral Solution),http://www.nlm.nih.gov/research/umls/rxnorm,85762,ritonavir,,term-join,Q3-paren,Ritonavir (Oral Solution),,,,not-needed,
RITO80L,Ritonavir (Oral Solution),http://www.nlm.nih.gov/research/umls/rxnorm,85762,ritonavir,,term-join,Q3-paren,Ritonavir (Oral Solution),,,,not-needed,
RIVA10,Xarelto,http://www.nlm.nih.gov/research/umls/rxnorm,1114199,Xarelto,,term-join,Q1-exact,Xarelto,,,,not-needed,
RIVA15,rivastigmine tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,994808,rivastigmine tartrate,,term-join,Q1-exact,rivastigmine tartrate,,,,not-needed,
RIVA2.5,Rivaroxaban 2.5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,2059015,rivaroxaban 2.5 MG Oral Tablet,,code-search,,Rivaroxaban 2.5 mg Tablet,2059015,rivaroxaban 2.5 MG Oral Tablet,1.00,ok,FSN matches input exactly
RIVA20,Xarelto,http://www.nlm.nih.gov/research/umls/rxnorm,1114199,Xarelto,,term-join,Q1-exact,Xarelto,,,,not-needed,
RIVA4.6P,rivastigmine,http://www.nlm.nih.gov/research/umls/rxnorm,183379,rivastigmine,,term-join,Q1-exact,rivastigmine,,,,not-needed,
RIVA9.5P,rivastigmine,http://www.nlm.nih.gov/research/umls/rxnorm,183379,rivastigmine,,term-join,Q1-exact,rivastigmine,,,,not-needed,
RIVAR15,Xarelto,http://www.nlm.nih.gov/research/umls/rxnorm,1114199,Xarelto,,term-join,Q1-exact,Xarelto,,,,not-needed,
RIZA10,Rizatriptan,http://www.nlm.nih.gov/research/umls/rxnorm,88014,rizatriptan,,term-join,Q1-exact,Rizatriptan,,,,not-needed,
ROCU100I,Rocuronium 10mg/mL-10mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1234995,rocuronium bromide 10 MG/ML Injectable Solution,,code-search,,Rocuronium 10mg/mL-10mL Vial,1234995,rocuronium bromide 10 MG/ML Injectable Solution,0.85,ok,Matches rocuronium 10 mg/mL concentration
ROCU250/100NS,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
ROCU500/100NS,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
ROCU50I,Rocuronium Bromide 10mg/mL-5mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1234995,rocuronium bromide 10 MG/ML Injectable Solution,,code-search,,Rocuronium Bromide 10mg/mL-5mL Vial,1234995,rocuronium bromide 10 MG/ML Injectable Solution,0.90,ok,FSN matches drug and concentration; vial size is packaging detail
ROPI.2FN,ROPI.2FN,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ROPI.2FN,,,,no-label,
ROPI.2IC,ROPI.2IC,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ROPI.2IC,,,,no-label,
ROPI.2IS,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
ROPI.2PAR,ROPI.2PAR,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ROPI.2PAR,,,,no-label,
ROPI.2POP,ROPI.2POP,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ROPI.2POP,,,,no-label,
ROPI.2SC,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
ROPI.2TAP,ROPI.2TAP,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ROPI.2TAP,,,,no-label,
ROPI0.2/100I,Ropivacaine 0.2% - 250 mL Blue CADD Cassette,http://www.nlm.nih.gov/research/umls/rxnorm,1734205,ropivacaine hydrochloride 2 MG/ML Injection,,code-search,,Ropivacaine 0.2% - 250 mL Blue CADD Cassette,1734205,ropivacaine hydrochloride 2 MG/ML Injection,0.80,ok,0.2% equals 2 mg/mL; matches concentration and drug
ROPI1,Ropinirole HCl,http://www.nlm.nih.gov/research/umls/rxnorm,236553,ropinirole hydrochloride,,term-join,Q2-salt,Ropinirole HCl,,,,not-needed,
ROPI25,Ropinirole HCl,http://www.nlm.nih.gov/research/umls/rxnorm,236553,ropinirole hydrochloride,,term-join,Q2-salt,Ropinirole HCl,,,,not-needed,
ROSU20,Rosuvastatin Calcium,http://www.nlm.nih.gov/research/umls/rxnorm,323828,rosuvastatin calcium,,term-join,Q1-exact,Rosuvastatin Calcium,,,,not-needed,
ROSU5,Rosuvastatin Calcium 5mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859424,rosuvastatin calcium 5 MG Oral Tablet,,code-search,,Rosuvastatin Calcium 5mg Tablet,859424,rosuvastatin calcium 5 MG Oral Tablet,0.98,ok,FSN matches input exactly
ROTI2T,rotigotine,http://www.nlm.nih.gov/research/umls/rxnorm,616739,rotigotine,,term-join,Q1-exact,rotigotine,,,,not-needed,
ROTI6T,Rotigotine 6 mg/24hr (Neupro),http://www.nlm.nih.gov/research/umls/rxnorm,722279,rotigotine 6 MG/Day 24HR Transdermal System,,code-search,,Rotigotine 6 mg/24hr (Neupro),722279,rotigotine 6 MG/Day 24HR Transdermal System,0.95,ok,FSN matches input exactly
ROXIOS,Roxicet,http://www.nlm.nih.gov/research/umls/rxnorm,219739,Roxicet,,term-join,Q1-exact,Roxicet,,,,not-needed,
RTA500/100N,Ertapenem Sodium 500 mg / 100 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,353107,ertapenem sodium,,code-search,,Ertapenem Sodium 500 mg / 100 mL 0.9% Sodium Chloride,353107,ertapenem sodium,0.85,ok,Ingredient match; product strength/diluent not coded in ingredient VS
RUFI200,Rufinamide 200 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,824295,rufinamide 200 MG Oral Tablet,,code-search,,Rufinamide 200 mg Tablet,824295,rufinamide 200 MG Oral Tablet,1.00,ok,FSN matches input exactly
RUXO5CT,Ruxolitinib (Crushed Tab) 5 mg Crushed Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1193339,ruxolitinib 5 MG Oral Tablet,,code-search,,Ruxolitinib (Crushed Tab) 5 mg Crushed Tablet,1193339,ruxolitinib 5 MG Oral Tablet,0.85,ok,Ruxolitinib 5 mg matches; crushed form is a qualifier
RUXO5INV,Ruxolitinib,http://www.nlm.nih.gov/research/umls/rxnorm,1193326,ruxolitinib,,term-join,Q1-exact,Ruxolitinib,,,,not-needed,
SALM50D,Serevent Diskus,http://www.nlm.nih.gov/research/umls/rxnorm,203159,Serevent,,code-search,,Serevent Diskus,203159,Serevent,0.85,ok,Brand name for salmeterol inhaler; Diskus is the DPI form
SALS500T,Salsalate 500 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,312899,salsalate 500 MG Oral Tablet,,code-search,,Salsalate 500 mg Tab,312899,salsalate 500 MG Oral Tablet,0.95,ok,Tab means tablet; matches strength and form
SAQUIN200,Saquinavir (Invirase) tab,http://www.nlm.nih.gov/research/umls/rxnorm,859863,saquinavir mesylate 500 MG Oral Tablet,,code-search,,Saquinavir (Invirase) tab,859863,saquinavir mesylate 500 MG Oral Tablet,0.90,ok,Saquinavir tablet matches oral tablet form
SARG250I,Sargramostim 250mcg Vial,http://www.nlm.nih.gov/research/umls/rxnorm,315199,sargramostim 250 MCG/ML Injectable Solution,,code-search,,Sargramostim 250mcg Vial,315199,sargramostim 250 MCG/ML Injectable Solution,0.85,ok,Matches drug and dose; vial is packaging form
SARNL,Sarna Lotion 222mL Bottle,,,,"code-search proposed 111136003 'Camphor' at 0.60, below the 0.8 threshold.",code-search,,Sarna Lotion 222mL Bottle,111136003,Camphor,0.60,below-threshold,Sarna lotion active ingredient; brand product mapped to substances
SCOP15P,Scopolamine Patch 1 mg / 3 Days Patch,http://www.nlm.nih.gov/research/umls/rxnorm,226552,scopolamine 1 MG 3 Day Transdermal System,,code-search,,Scopolamine Patch 1 mg / 3 Days Patch,226552,scopolamine 1 MG 3 Day Transdermal System,0.95,ok,FSN matches scopolamine 1mg 3-day patch exactly
SEBU120SH,Sebex,http://www.nlm.nih.gov/research/umls/rxnorm,219835,Sebex,,term-join,Q1-exact,Sebex,,,,not-needed,
SEL25T,Selenium Sulfide 2.5% 120ml Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,238600,selenium sulfide 2.5 % Topical Suspension,,code-search,,Selenium Sulfide 2.5% 120ml Bottle,238600,selenium sulfide 2.5 % Topical Suspension,0.85,ok,Concentration 2.5% matches; bottle size is package qualifier
SELE5,Selegiline HCl 5MG TAB PPK,http://www.nlm.nih.gov/research/umls/rxnorm,859193,selegiline HCl 5 MG Oral Tablet,,code-search,,Selegiline HCl 5MG TAB PPK,859193,selegiline HCl 5 MG Oral Tablet,0.90,ok,Selegiline HCl 5MG tablet matches; PPK is packaging qualifier
SELE6P,Selegiline Patch *NF* 6 mg / 24 Hr Patch,http://www.nlm.nih.gov/research/umls/rxnorm,865206,selegiline 6 MG/Day 24HR Transdermal System,,code-search,,Selegiline Patch 6 mg / 24 Hr Patch,865206,selegiline 6 MG/Day 24HR Transdermal System,0.95,ok,FSN matches selegiline 6 mg/24hr patch exactly
SENN187,Senna 8.6 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312935,sennosides 8.6 MG Oral Tablet,,code-search,,Senna 8.6 mg Tablet,312935,sennosides 8.6 MG Oral Tablet,0.85,ok,Senna standardized to sennosides; 8.6 mg oral tablet matches dose and form
SENN5L,Senna Syrup,http://snomed.info/sct,780441008,Senna only product in oral dose form,,code-search,,Senna Syrup,780441008,Senna only product in oral dose form,0.85,ok,Syrup form of senna; replacement for senna syrup product
SENN8.8L,SENN8.8L,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,SENN8.8L,,,,no-label,
SERO250,CycloSERINE 250 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,197551,cycloSERINE 250 MG Oral Capsule,,code-search,,CycloSERINE 250 mg Cap,197551,cycloSERINE 250 MG Oral Capsule,0.98,ok,FSN matches input exactly
SERT100,Sertraline 100mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312938,sertraline HCl 100 MG Oral Tablet,,code-search,,Sertraline 100mg Tablet,312938,sertraline HCl 100 MG Oral Tablet,0.95,ok,FSN matches input exactly
SERT25,Sertraline 25mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312940,sertraline HCl 25 MG Oral Tablet,,code-search,,Sertraline 25mg Tablet,312940,sertraline HCl 25 MG Oral Tablet,0.95,ok,FSN matches input exactly
SERT50,Sertraline 50mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312941,sertraline HCl 50 MG Oral Tablet,,code-search,,Sertraline 50mg Tablet,312941,sertraline HCl 50 MG Oral Tablet,0.95,ok,FSN matches input exactly
SEVE800PWD,sevelamer CARBONATE 800 mg Packet (Powder for Oral Susp.),http://www.nlm.nih.gov/research/umls/rxnorm,861375,sevelamer carbonate 0.8 GM Powder for Oral Suspension,,code-search,,sevelamer CARBONATE 800 mg Packet (Powder for Oral Susp.),861375,sevelamer carbonate 0.8 GM Powder for Oral Suspension,0.95,ok,FSN matches sevelamer carbonate 800 mg powder for oral suspension
SILD20,Sildenafil 20 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,577033,sildenafil citrate 20 MG Oral Tablet,,code-search,,Sildenafil 20 mg Tablet,577033,sildenafil citrate 20 MG Oral Tablet,0.95,ok,FSN matches sildenafil 20 mg tablet exactly
SILV1C,Silver Sulfadiazine 1% Cream 1% Cream; 50g,http://www.nlm.nih.gov/research/umls/rxnorm,106351,silver sulfADIAZINE 1 % Topical Cream,,code-search,,Silver Sulfadiazine 1% Cream 1% Cream; 50g,106351,silver sulfADIAZINE 1 % Topical Cream,0.85,ok,FSN matches silver sulfadiazine 1% cream; 50g is pack size qualifier
