mimic_code,mimic_display,loinc_code,loinc_display,comment,codesearch_query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
52169,QFib,71775-1,Mycobacterium tuberculosis stimulated gamma interferon panel - Blood,,Hospital laboratory analyte measured in Blood: QFib,71775-1,Mycobacterium tuberculosis stimulated gamma interferon panel - Blood,0.85,ok,QFib abbreviates QuantiFERON; best blood analyte match is TB gamma interferon panel
52170,Rbc,26453-1,Erythrocytes [#/volume] in Blood,,Hospital laboratory analyte measured in Blood: Rbc,26453-1,Erythrocytes [#/volume] in Blood,0.85,ok,"RBC count in blood, generic analyte without method"
52171,RBC Morphology,,,"code-search proposed 18225-3 |Erythrocyte shape [Morphology] in Blood| at 0.70 for 'Hospital laboratory analyte measured in Blood: RBC Morphology', below the 0.8 threshold.",Hospital laboratory analyte measured in Blood: RBC Morphology,18225-3,Erythrocyte shape [Morphology] in Blood,0.70,below-threshold,"RBC morphology test in blood; class query, shape is representative"
52172,RDW-SD,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,,Hospital laboratory analyte measured in Blood: RDW-SD,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,0.85,ok,RDW-SD is erythrocyte distribution width (entitic volume); matches analyte
52173,Red Blood Cell Enzyme,72695-0,Erythrocyte enzyme panel - Red Blood Cells,,Hospital laboratory analyte measured in Blood: Red Blood Cell Enzyme,72695-0,Erythrocyte enzyme panel - Red Blood Cells,0.85,ok,Erythrocyte enzyme panel matches RBC enzyme analyte
52174,"Reptilase Time, Control",5942-8,Reptilase time in Platelet poor plasma from Control by Coagulation assay,,"Hospital laboratory analyte measured in Blood: Reptilase Time, Control",5942-8,Reptilase time in Platelet poor plasma from Control by Coagulation assay,0.85,ok,FSN matches Reptilase Time in Control specimen
52175,Ristocetin Response,,,"code-search proposed 5998-0 |Platelet aggregation in Platelet rich plasma by ristocetin induced| at 0.70 for 'Hospital laboratory analyte measured in Blood: Ristocetin Response', below the 0.8 threshold.",Hospital laboratory analyte measured in Blood: Ristocetin Response,5998-0,Platelet aggregation in Platelet rich plasma by ristocetin induced,0.70,below-threshold,Ristocetin response = ristocetin-induced platelet aggregation; generic code without dose
52176,Rouleaux,7797-4,Rouleaux [Presence] in Blood by Light microscopy,,Hospital laboratory analyte measured in Blood: Rouleaux,7797-4,Rouleaux [Presence] in Blood by Light microscopy,0.85,ok,FSN matches Rouleaux measured in Blood
52177,SCT - Confirmation,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: SCT - Confirmation' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: SCT - Confirmation,,,,no-match,
52178,SCT - Normalized Ratio,34714-6,INR in Blood by Coagulation assay,,Hospital laboratory analyte measured in Blood: SCT - Normalized Ratio,34714-6,INR in Blood by Coagulation assay,0.85,ok,INR (Normalized Ratio) measured in Blood matches input
52179,SCT - Screen,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: SCT - Screen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: SCT - Screen,,,,no-match,
52180,STA-CLOT,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: STA-CLOT' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: STA-CLOT,,,,no-match,
52181,Stomatocyte,104713-3,Stomatocytes [Presence] in Blood,,Hospital laboratory analyte measured in Blood: Stomatocyte,104713-3,Stomatocytes [Presence] in Blood,0.85,ok,FSN matches; light microscopy variant oversteps method
52182,Sudan Black Staining,11019-7,Microscopic observation [Identifier] in Blood or Marrow by Sudan black B stain,,Hospital laboratory analyte measured in Blood: Sudan Black Staining,11019-7,Microscopic observation [Identifier] in Blood or Marrow by Sudan black B stain,0.90,ok,FSN matches Sudan black B stain in blood
52183,Sulf Hgb,4683-9,Sulfhemoglobin [Mass/volume] in Blood,,Hospital laboratory analyte measured in Blood: Sulf Hgb,4683-9,Sulfhemoglobin [Mass/volume] in Blood,0.85,ok,Sulfhemoglobin analyte measured in blood; mass/volume is the general quantitative measure
52184,TCR Alpha-Beta,50975-2,TCR alpha beta cells [#/volume] in Blood,,Hospital laboratory analyte measured in Blood: TCR Alpha-Beta,50975-2,TCR alpha beta cells [#/volume] in Blood,0.90,ok,FSN matches TCR alpha beta cells in blood; no extra specifiers
52185,TCR Gamma-Delta,50976-0,TCR gamma delta cells [#/volume] in Blood,,Hospital laboratory analyte measured in Blood: TCR Gamma-Delta,50976-0,TCR gamma delta cells [#/volume] in Blood,0.90,ok,FSN matches TCR gamma delta cells in blood; absolute count
52186,Test,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Test' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: Test,,,,no-match,
52187,Thrombin Time,21032-8,Thrombin time [Interpretation] in Blood by Coagulation assay,,Hospital laboratory analyte measured in Blood: Thrombin Time,21032-8,Thrombin time [Interpretation] in Blood by Coagulation assay,0.90,ok,FSN matches thrombin time measured in blood
52188,Thrombin Time Control,5955-0,Thrombin time in Platelet poor plasma from Control by Coagulation assay,,Hospital laboratory analyte measured in Blood: Thrombin Time Control,5955-0,Thrombin time in Platelet poor plasma from Control by Coagulation assay,0.85,ok,Thrombin time on control specimen; matches Control qualifier
52189,Thrombin Time Control,5955-0,Thrombin time in Platelet poor plasma from Control by Coagulation assay,,Hospital laboratory analyte measured in Blood: Thrombin Time Control,5955-0,Thrombin time in Platelet poor plasma from Control by Coagulation assay,0.85,ok,Thrombin time on control specimen; matches Control qualifier
52190,Tissue Thromboplastin Inhibitor,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Tissue Thromboplastin Inhibitor' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: Tissue Thromboplastin Inhibitor,,,,no-match,
52191,Tr- Acid,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Tr- Acid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: Tr- Acid,,,,no-match,
52192,Trap Stain,11020-5,Microscopic observation [Identifier] in Blood or Marrow by Tartrate-resistant acid phosphatase stain,,Hospital laboratory analyte measured in Blood: Trap Stain,11020-5,Microscopic observation [Identifier] in Blood or Marrow by Tartrate-resistant acid phosphatase stain,0.85,ok,TRAP stain analyte in blood; adds 'or Marrow' qualifier
52193,Viii Ag,3213-6,Coagulation factor VIII Ag [Units/volume] in Platelet poor plasma by Immunoassay,,Hospital laboratory analyte measured in Blood: Viii Ag,3213-6,Coagulation factor VIII Ag [Units/volume] in Platelet poor plasma by Immunoassay,0.80,ok,Factor VIII antigen measured in blood; PPP is blood specimen
52194,VIII-CIE,3214-4,Coagulation factor VIII Ag [Units/volume] in Platelet poor plasma by Immunoelectrophoresis,,Hospital laboratory analyte measured in Blood: VIII-CIE,3214-4,Coagulation factor VIII Ag [Units/volume] in Platelet poor plasma by Immunoelectrophoresis,0.80,ok,Factor VIII analyte in blood by immunoelectrophoresis (CIE); matches method and analyte
52195,Voided Specimen,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: Voided Specimen,,,,no-match,
52196,WAM Manual Diff,50957-0,Manual differential performed [Presence] in Blood,,Hospital laboratory analyte measured in Blood: WAM Manual Diff,50957-0,Manual differential performed [Presence] in Blood,0.85,ok,Manual differential in blood; WAM is lab identifier
52197,WAM MANUAL DIFF 2,50957-0,Manual differential performed [Presence] in Blood,,Hospital laboratory analyte measured in Blood: WAM MANUAL DIFF 2,50957-0,Manual differential performed [Presence] in Blood,0.85,ok,Manual differential in blood matches WAM MANUAL DIFF
52198,ErytFlg,6742-1,Erythrocyte [Morphology] in Blood,,Hospital laboratory analyte measured in Blood: ErytFlg,6742-1,Erythrocyte [Morphology] in Blood,0.85,ok,ErytFlg = erythrocyte flag/morphology in blood
52199,FragFlg,,,"code-search proposed 40746-0 |Fragments [Presence] in Blood by Automated count| at 0.75 for 'Hospital laboratory analyte measured in Blood: FragFlg', below the 0.8 threshold.",Hospital laboratory analyte measured in Blood: FragFlg,40746-0,Fragments [Presence] in Blood by Automated count,0.75,below-threshold,FragFlg interpreted as fragments flag; automated presence test in blood is closest match
52200,PltDist,51631-0,Platelet distribution width [Ratio] in Blood,,Hospital laboratory analyte measured in Blood: PltDist,51631-0,Platelet distribution width [Ratio] in Blood,0.85,ok,PltDist = platelet distribution width in blood; general match
52201,PltScat,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: PltScat' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: PltScat,,,,no-match,
52202,PltClmp,104700-0,Platelet clump [Presence] in Blood,,Hospital laboratory analyte measured in Blood: PltClmp,104700-0,Platelet clump [Presence] in Blood,0.85,ok,FSN matches platelet clump in blood; no method overstepping
52203,RBCAgg,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: RBCAgg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: RBCAgg,,,,no-match,
52204,RBCDist,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,,Hospital laboratory analyte measured in Blood: RBCDist,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,0.85,ok,RBCDist = red blood cell distribution width; FSN matches
52205,RetScat,,,"code-search proposed 33516-6 |Immature reticulocytes/Reticulocytes.total in Blood| at 0.75 for 'Hospital laboratory analyte measured in Blood: RetScat', below the 0.8 threshold.",Hospital laboratory analyte measured in Blood: RetScat,33516-6,Immature reticulocytes/Reticulocytes.total in Blood,0.75,below-threshold,RetScat = reticulocyte scatter; IRF is the scatter-derived analyte in blood
52206,RetFlg,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: RetFlg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: RetFlg,,,,no-match,
52207,TurbHbI,718-7,Hemoglobin [Mass/volume] in Blood,,Hospital laboratory analyte measured in Blood: TurbHbI,718-7,Hemoglobin [Mass/volume] in Blood,0.80,ok,TurbHbI = turbidimetric hemoglobin; base Hemoglobin in Blood matches analyte
52208,BasoFlg,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: BasoFlg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: BasoFlg,,,,no-match,
52209,EosFlg,,,"code-search proposed 32173-7 |Eosinophils [Presence] in Blood by Wright stain| at 0.75 for 'Hospital laboratory analyte measured in Blood: EosFlg', below the 0.8 threshold.",Hospital laboratory analyte measured in Blood: EosFlg,32173-7,Eosinophils [Presence] in Blood by Wright stain,0.75,below-threshold,EosFlg = eosinophils flag/presence in blood; method qualifier unstated
52210,LeftShf,30411-3,Leukocytes Left Shift [Presence] in Blood,,Hospital laboratory analyte measured in Blood: LeftShf,30411-3,Leukocytes Left Shift [Presence] in Blood,0.85,ok,LeftShf = left shift; FSN matches blood analyte
52211,LymFlg,78355-5,Abnormal lymphocytes [Presence] in Blood by Manual count,,Hospital laboratory analyte measured in Blood: LymFlg,78355-5,Abnormal lymphocytes [Presence] in Blood,0.80,ok,LymFlg = lymphocyte flag; abnormal lymphocytes presence in blood matches
52212,MonoFlg,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: MonoFlg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: MonoFlg,,,,no-match,
52213,NRBCFlg,34188-3,Nucleated erythrocytes [Presence] in Blood,,Hospital laboratory analyte measured in Blood: NRBCFlg,34188-3,Nucleated erythrocytes [Presence] in Blood,0.85,ok,NRBC flag = nucleated erythrocytes presence in blood; ordinal matches 'Flg'
52214,AbnLymp,30412-1,Abnormal lymphocytes [#/volume] in Blood,,Hospital laboratory analyte measured in Blood: AbnLymp,30412-1,Abnormal lymphocytes [#/volume] in Blood,0.85,ok,AbnLymp = abnormal lymphocytes in blood; FSN matches
52215,ATLFlg,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: ATLFlg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: ATLFlg,,,,no-match,
52216,BlasFlg,,,"code-search proposed 15154-8 |Blasts [Presence] in Blood by Automated count| at 0.75 for 'Hospital laboratory analyte measured in Blood: BlasFlg', below the 0.8 threshold.",Hospital laboratory analyte measured in Blood: BlasFlg,15154-8,Blasts [Presence] in Blood by Automated count,0.75,below-threshold,BlasFlg = blasts flag/presence in blood; method unspecified
52217,Bl/AbLy,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Bl/AbLy' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: Bl/AbLy,,,,no-match,
52218,IG Flg,,,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: IG Flg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Blood: IG Flg,,,,no-match,
52219,WBCScat,26464-8,Leukocytes [#/volume] in Blood,,Hospital laboratory analyte measured in Blood: WBCScat,26464-8,Leukocytes [#/volume] in Blood,0.85,ok,WBC count in blood; matches analyte and specimen
52220,wbcp,26464-8,Leukocytes [#/volume] in Blood,,Hospital laboratory analyte measured in Blood: wbcp,26464-8,Leukocytes [#/volume] in Blood,0.85,ok,WBC count in blood; wbcp = white blood cell count
52221,Atypical Lymphocytes,,,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Atypical Lymphocytes' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Cerebrospinal Fluid: Atypical Lymphocytes,,,,no-match,
52222,Atyps#,,,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Atyps#' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Cerebrospinal Fluid: Atyps#,,,,no-match,
52223,Bands,35015-7,Band form neutrophils [#/volume] in Cerebral spinal fluid,,Hospital laboratory analyte measured in Cerebrospinal Fluid: Bands,35015-7,Band form neutrophils [#/volume] in Cerebral spinal fluid,0.85,ok,Bands in CSF = band form neutrophils; FSN matches analyte and specimen
52224,Bands#,35015-7,Band form neutrophils [#/volume] in Cerebral spinal fluid,,Hospital laboratory analyte measured in Cerebrospinal Fluid: Bands#,35015-7,Band form neutrophils [#/volume] in Cerebral spinal fluid,0.85,ok,Bands# in CSF matches band form neutrophils count in CSF
52225,Basophils,35072-8,Basophils [#/volume] in Cerebral spinal fluid,,Hospital laboratory analyte measured in Cerebrospinal Fluid: Basophils,35072-8,Basophils [#/volume] in Cerebral spinal fluid,0.85,ok,FSN matches basophils measured in CSF
52226,Basos#,35072-8,Basophils [#/volume] in Cerebral spinal fluid,,Hospital laboratory analyte measured in Cerebrospinal Fluid: Basos#,35072-8,Basophils [#/volume] in Cerebral spinal fluid,0.85,ok,Basophils count/volume in CSF matches Basos# in Cerebrospinal Fluid
52227,Blasts,35068-6,Blasts [#/volume] in Cerebral spinal fluid,,Hospital laboratory analyte measured in Cerebrospinal Fluid: Blasts,35068-6,Blasts [#/volume] in Cerebral spinal fluid,0.85,ok,FSN matches Blasts measured in CSF
