mimic_code,mimic_display,rxnorm_code,rxnorm_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
063726,fluticasone propionate (bulk),50121,fluticasone propionate,,term-join,Q3-paren,,,,not-needed,
063730,Sular,220081,Sular,,term-join,Q1-exact,,,,not-needed,
063731,nisoldipine,7435,nisoldipine,,term-join,Q1-exact,,,,not-needed,
063733,Sular,220081,Sular,,term-join,Q1-exact,,,,not-needed,
063735,SymlinPen 120,861042,pramlintide acetate 1000 MCG/ML in 2.7 ML Pen Injector,,code-search,,861042,pramlintide acetate 1000 MCG/ML in 2.7 ML Pen Injector,0.85,ok,SymlinPen 120 is the 2.7 mL pramlintide pen injector; brand referent matches
063736,Pristiq,711372,Pristiq,,term-join,Q1-exact,,,,not-needed,
063737,Pristiq,711372,Pristiq,,term-join,Q1-exact,,,,not-needed,
063741,vit B complex-folic acid [Complex B-100],1008623,calcium carbonate / folic acid / vitamin B complex,,code-search,,1008623,calcium carbonate / folic acid / vitamin B complex,0.85,ok,Only candidate containing both vitamin B complex and folic acid ingredients
063742,carboxymethylcellulose sodium [Refresh Contacts],491498,carboxymethylcellulose sodium,,term-join,B1-generic,,,,not-needed,
063752,Capzasin,1992,capsaicin,,code-search,,1992,capsaicin,0.85,ok,Capzasin is a brand of capsaicin; ingredient match
063753,gabapentin (bulk),25480,gabapentin,,term-join,Q3-paren,,,,not-needed,
063766,ferrous fumarate [Ferretts],24941,ferrous fumarate,,term-join,B1-generic,,,,not-needed,
063767,Luvox CR,42687,Luvox,,code-search,,42687,Luvox,0.85,ok,Luvox CR is the extended-release brand of fluvoxamine; brand Luvox matches
063768,Luvox CR,42687,Luvox,,code-search,,42687,Luvox,0.85,ok,Luvox CR is the extended-release brand of fluvoxamine; brand Luvox matches
063770,"Firm Compression Pantyhose,Med",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063773,ciclopirox-nail lacquer removr [CNL 8 Nail],,,"code-search proposed 309291 'ciclopirox 8 % Topical Solution' at 0.70, below the 0.85 threshold.",code-search,,309291,ciclopirox 8 % Topical Solution,0.70,below-threshold,Same drug and 8% concentration; dosage form differs (solution vs nail lacquer)
063780,menthol-aloe vera extract,,,"code-search proposed 1312539 'Aloe vera whole extract' at 0.70, below the 0.85 threshold.",code-search,,1312539,Aloe vera whole extract,0.70,below-threshold,Aloe vera extract component of combination
063782,oxymorphone,7814,oxymorphone,,term-join,Q1-exact,,,,not-needed,
063783,oxymorphone,7814,oxymorphone,,term-join,Q1-exact,,,,not-needed,
063784,oxymorphone,7814,oxymorphone,,term-join,Q1-exact,,,,not-needed,
063794,Charcoal Plus DS,215974,Charcoal Plus DS,,term-join,Q1-exact,,,,not-needed,
063796,terbinafine HCl,235838,terbinafine hydrochloride,,term-join,Q2-salt,,,,not-needed,
063802,Sore Throat and Cough,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063804,SymlinPen 60,861042,pramlintide acetate 1000 MCG/ML in 2.7 ML Pen Injector,,code-search,,861042,pramlintide acetate 1000 MCG/ML in 2.7 ML Pen Injector,0.85,ok,SymlinPen 60 is the 2.7 mL pramlintide pen
063818,pentoxifylline (bulk),8013,pentoxifylline,,term-join,Q3-paren,,,,not-needed,
063824,phenol (bulk),33290,phenol,,term-join,Q3-paren,,,,not-needed,
063833,Rabies Vaccine 1mL VIAL,,,"code-search proposed 830467 'rabies virus vaccine (generic for Imovax) 2.5 UNT in 1 ML Injection' at 0.80, below the 0.85 threshold.",code-search,,830467,rabies virus vaccine (generic for Imovax) 2.5 UNT in 1 ML Injection,0.80,below-threshold,"Generic rabies vaccine, 1mL injection; matches input"
063844,One-Per-Day Omega-3,4301,omega-3 fatty acids,,code-search,,4301,omega-3 fatty acids,0.85,ok,Brand 'One-Per-Day' refers to omega-3 supplement; generic ingredient matches
063845,phenytoin,8183,phenytoin,,term-join,Q1-exact,,,,not-needed,
063851,"mv,Ca,iron,min-FA-phytosterol [Centrum Specialist Heart]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063856,M-M-R II (PF),218128,M-M-R II,,term-join,Q3-paren,,,,not-needed,
063858,ropinirole [Requip XL],72302,ropinirole,,term-join,B1-generic,,,,not-needed,
063859,ropinirole [Requip XL],72302,ropinirole,,term-join,B1-generic,,,,not-needed,
063860,ropinirole [Requip XL],72302,ropinirole,,term-join,B1-generic,,,,not-needed,
063863,PHENYLEPHrine,8163,phenylephrine,,term-join,Q1-exact,,,,not-needed,
063864,PHENYLEPHrine,8163,phenylephrine,,term-join,Q1-exact,,,,not-needed,
063868,vitC-dietary combo. no.18,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063870,tea tree oil,69627,tea tree oil,,term-join,Q1-exact,,,,not-needed,
063880,codeine-guaifenesin,214442,codeine / guaifenesin,,code-search,,214442,codeine / guaifenesin,0.95,ok,FSN matches input exactly
063885,Treximet,794765,Treximet,,term-join,Q1-exact,,,,not-needed,
063890,Patanase,795090,PATANASE,,term-join,Q1-exact,,,,not-needed,
063893,"mv,Ca,ir,min-FA-lut-lyco-hc153",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063901,Tetanus-DiphTox-Acellular Pertuss,1007584,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",,code-search,,1007584,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",0.95,ok,FSN matches the three-component combination vaccine exactly
063903,Cimzia Powder for Reconst,709271,certolizumab pegol,,code-search,,709271,certolizumab pegol,0.85,ok,Cimzia is brand name for certolizumab pegol; ingredient match
063904,Bifidobacterium infantis [Align],100213,Bifidobacterium infantis,,term-join,B1-generic,,,,not-needed,
063905,triamcinolone acetonide (PF),10761,triamcinolone acetonide,,term-join,Q3-paren,,,,not-needed,
063908,benzoyl peroxide [BP Wash],1418,benzoyl peroxide,,term-join,B1-generic,,,,not-needed,
063912,glucosamine HCl-msm,1291975,glucosamine HCl 375 MG / MSM 375 MG Oral Capsule,,code-search,,1291975,glucosamine HCl 375 MG / MSM 375 MG Oral Capsule,0.90,ok,FSN matches glucosamine HCl + MSM combination
063917,"prenatal vit27,calcium-iron-FA [Vinate One]",,,"code-search proposed 797463 'prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet' at 0.80, below the 0.85 threshold.",code-search,,797463,prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet,0.80,below-threshold,Brand Vinate One not found; generic prenatal vitamin with minerals and folic acid matches
063921,miconazole,6932,miconazole,,term-join,Q1-exact,,,,not-needed,
063924,diclofenac potassium,81997,diclofenac potassium,,term-join,Q1-exact,,,,not-needed,
063925,risedronate [Actonel],73056,risedronate,,term-join,B1-generic,,,,not-needed,
063926,"nut.tx.impaired renal fxn,soy [Suplena Carb Steady]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063927,"nut.tx.imp.renal fxn,lac-reduc [Nepro Carb Steady]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063929,subcutaneous insulin pump [Omnipod Insulin Management],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063937,Renalcal,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063942,"L.acidoph,saliva-B.bif-S.therm [Acidophilus Probiotic Blend]",6205,Lactobacillus acidophilus,,code-search,,6205,Lactobacillus acidophilus,0.90,ok,
063946,lubiprostone [Amitiza],623033,lubiprostone,,term-join,B1-generic,,,,not-needed,
063949,Unisom SleepMelts,23665,doxylamine succinate,,code-search,,23665,doxylamine succinate,0.85,ok,Unisom SleepMelts is a doxylamine succinate sleep aid
063951,Calcium Gluconate,1908,calcium gluconate,,term-join,Q1-exact,,,,not-needed,
063954,cyanocobalamin-cobamamide [B-12 Plus],797238,vitamin B 12 5000 MCG / cobamamide 100 MCG Sublingual Tablet,,code-search,,797238,vitamin B 12 5000 MCG / cobamamide 100 MCG Sublingual Tablet,0.85,ok,Combination of cyanocobalamin (vitamin B12) and cobamamide matches input
063955,methyl salicylate-menthol [Icy Hot],466537,menthol / methyl salicylate,,code-search,,466537,menthol / methyl salicylate,0.95,ok,Exact ingredient combination; Icy Hot brand refers to this pair
063956,Remedy Calazime Protect Paste,,,"code-search proposed 645045 'calamine / zinc oxide' at 0.80, below the 0.85 threshold.",code-search,,645045,calamine / zinc oxide,0.80,below-threshold,Product is calamine/zinc oxide protectant paste; matches active ingredients
063959,ribavirin,9344,ribavirin,,term-join,Q1-exact,,,,not-needed,
063960,Melatonin,6711,melatonin,,term-join,Q1-exact,,,,not-needed,
063961,mv-mn-calcium-biotin-vit D3-FA [Biotin Plus-Calcium & Vit D3],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063963,vit B cmplx #9-FA-vit C-vit E,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063965,benzoyl peroxide [Advanced Exfoliating Cleanser],1418,benzoyl peroxide,,term-join,B1-generic,,,,not-needed,
063967,doxylamine succinate,23665,doxylamine succinate,,term-join,Q1-exact,,,,not-needed,
063975,"nut.tx.comp. immune systm,reg [Impact 1.5]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063985,Novoseven RT,152867,Novoseven,,code-search,,152867,Novoseven,0.85,ok,Brand name for eptacog alfa (rFVIIa); RT is formulation variant
063988,calcipotriene-betamethasone [Taclonex],748281,Taclonex,,term-join,B5-brand,,,,not-needed,
063994,Ocuvite,218860,Ocuvite,,term-join,Q1-exact,,,,not-needed,
063995,vit C-vit E-lutein-min-om-3 [Ocuvite],218860,Ocuvite,,term-join,B5-brand,,,,not-needed,
063997,Pradaxa,1037046,Pradaxa,,term-join,Q1-exact,,,,not-needed,
063998,Pradaxa,1037046,Pradaxa,,term-join,Q1-exact,,,,not-needed,
064000,Toviaz,810072,Toviaz,,term-join,Q1-exact,,,,not-needed,
064001,Toviaz,810072,Toviaz,,term-join,Q1-exact,,,,not-needed,
064008,Relistor,796436,Relistor,,term-join,Q1-exact,,,,not-needed,
064010,mometasone [Asmanex Twisthaler],108118,mometasone,,term-join,B1-generic,,,,not-needed,
064011,Relistor,796436,Relistor,,term-join,Q1-exact,,,,not-needed,
064013,dimethicon-ZnOx-vit A&D-alo xt [Zinc Oxide Diaper Cream],,,"code-search proposed 845639 'dimethicone / zinc oxide' at 0.70, below the 0.85 threshold.",code-search,,845639,dimethicone / zinc oxide,0.70,below-threshold,Captures main active ingredients of diaper cream
064014,Coral Calcium,,,"code-search proposed 1895 'calcium' at 0.70, below the 0.85 threshold.",code-search,,1895,calcium,0.70,below-threshold,No exact 'coral calcium' code; calcium is closest broader match
064017,lisinopril (bulk),29046,lisinopril,,term-join,Q3-paren,,,,not-needed,
064018,tolnaftate [Tinactin],10637,tolnaftate,,term-join,B1-generic,,,,not-needed,
064037,benzocaine-menthol-cetylpyrid [Cepacol Sore Throat],1362703,benzocaine / cetylpyridinium / menthol,,code-search,,1362703,benzocaine / cetylpyridinium / menthol,0.90,ok,Generic combination matches the three ingredients of the brand product
064040,omega-3 fatty acids-fish oil [Fish Oil],4419,fish oils,,code-search,,4419,fish oils,0.85,ok,Generic ingredient matching fish oil/omega-3; best substance-level match
064042,calcium gluconate,1908,calcium gluconate,,term-join,Q1-exact,,,,not-needed,
064052,triptorelin pamoate [Trelstar],338529,triptorelin pamoate,,term-join,B1-generic,,,,not-needed,
064053,triptorelin pamoate [Trelstar],338529,triptorelin pamoate,,term-join,B1-generic,,,,not-needed,
064056,zinc oxide-vitamin B5-vit E [Balmex],967555,Balmex,,term-join,B5-brand,,,,not-needed,
064062,TwoCal HN,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
064063,niacin (inositol niacinate),7393,niacin,,term-join,Q3-paren,,,,not-needed,
064069,UTI-Stat,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
064092,medical information ID tag,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
064108,Vitamin B-12,11248,vitamin B12,,code-search,,11248,vitamin B12,0.85,ok,FSN matches input exactly as ingredient
064119,doxycycline hyclate,23663,doxycycline hyclate,,term-join,Q1-exact,,,,not-needed,
064120,capsaicin in castor oil [Castiva Warming],692727,Castiva Warming,,term-join,B5-brand,,,,not-needed,
064130,menth-methyl sal in castor oil,,,"code-search proposed 466537 'menthol / methyl salicylate' at 0.80, below the 0.85 threshold.",code-search,,466537,menthol / methyl salicylate,0.80,below-threshold,Core ingredients match; castor oil vehicle not in any candidate
064134,DHA-EPA-Policos-B6-B12-FA-Phyt,1090007,docosahexaenoate / eicosapentaenoate / folic acid / phytosterols / policosanol / vitamin B12 / vitamin B6,,code-search,,1090007,docosahexaenoate / eicosapentaenoate / folic acid / phytosterols / policosanol / vitamin B12 / vitamin B6,0.90,ok,FSN lists all seven ingredients matching the input combination
064139,Rowasa,202834,Rowasa,,term-join,Q1-exact,,,,not-needed,
064148,Coromega Healthy Heart,,,"code-search proposed 4301 'omega-3 fatty acids' at 0.70, below the 0.85 threshold.",code-search,,4301,omega-3 fatty acids,0.70,below-threshold,Coromega is an omega-3 supplement; closest broader match
064159,Milrinone Lactate,155120,milrinone lactate,,term-join,Q1-exact,,,,not-needed,
064160,milrinone in D5W,52769,milrinone,,code-search,,52769,milrinone,0.85,ok,D5W is diluent; ingredient is milrinone
064161,Sprycel,643170,Sprycel,,term-join,Q1-exact,,,,not-needed,
064166,"antihemophil FVIII,B-dom del [Xyntha]",792675,Xyntha,,term-join,B5-brand,,,,not-needed,
064167,Xyntha,792675,Xyntha,,term-join,Q1-exact,,,,not-needed,
064170,vit C-s.cherry-celery-grape sd,,,"code-search proposed 1151 'ascorbic acid' at 0.60, below the 0.85 threshold.",code-search,,1151,ascorbic acid,0.60,below-threshold,Primary ingredient vitamin C in multi-ingredient product
064176,Vitamin D3,1244014,vitamin D3,,term-join,Q1-exact,,,,not-needed,
064189,lidocaine HCl-benzethonium Cl [First Aid],1011843,benzethonium chloride 0.2 % / lidocaine HCl 2.5 % Topical Gel,,code-search,,1011843,benzethonium chloride 0.2 % / lidocaine HCl 2.5 % Topical Gel,0.85,ok,Only candidate with exact lidocaine HCl + benzethonium Cl combination
064191,Multivital Platinum Silver,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
064193,Omega 3-6-9,,,"code-search proposed 4301 'omega-3 fatty acids' at 0.70, below the 0.85 threshold.",code-search,,4301,omega-3 fatty acids,0.70,below-threshold,No single code for 3-6-9 blend; omega-3 is primary component
064197,Lactobac. rhamnosus GG-inulin,2531535,inulin / Lacticaseibacillus rhamnosus,,code-search,,2531535,inulin / Lacticaseibacillus rhamnosus,0.90,ok,Combines inulin and L. rhamnosus as in input
064216,cyclobenzap-irritant cntr irr2,,,"code-search proposed 21949 'cyclobenzaprine' at 0.70, below the 0.85 threshold.",code-search,,21949,cyclobenzaprine,0.70,below-threshold,Core concept cyclobenzaprine; remainder is garbled noise
064234,xylitol (bulk),11377,xylitol,,term-join,Q3-paren,,,,not-needed,
064235,Super Twin EPA-DHA,,,"code-search proposed 4301 'omega-3 fatty acids' at 0.80, below the 0.85 threshold.",code-search,,4301,omega-3 fatty acids,0.80,below-threshold,Brand EPA-DHA supplement; referent is omega-3 fatty acids
064236,Calcium Magnesium + D,1007068,calcium carbonate / cholecalciferol / magnesium oxide,,code-search,,1007068,calcium carbonate / cholecalciferol / magnesium oxide,0.85,ok,"Contains calcium, magnesium, and vitamin D (cholecalciferol) exactly"
064237,vitamin D3-vitamin K2 [D3 + K2 DOTS],1741416,cholecalciferol / menatetrenone,,code-search,,1741416,cholecalciferol / menatetrenone,0.85,ok,Generic D3+K2 combination; candidates specify unstated strengths
064241,magnesium oxide [Uro-Mag],6582,magnesium oxide,,term-join,B1-generic,,,,not-needed,
064243,B Complex-Vitamin C-Folic Acid,,,"code-search proposed 1102195 'ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12' at 0.60, below the 0.85 threshold.",code-search,,1102195,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12,0.60,below-threshold,"Contains vitamin C, B-complex vitamins, and folic acid but adds iron ingredients"
064246,white petrolatum-mineral oil [Systane Nighttime],691286,mineral oil / petrolatum,,code-search,,691286,mineral oil / petrolatum,0.85,ok,Brand Systane Nighttime is mineral oil/petrolatum combination; generic match without unstated percentages
064247,white petrolatum-mineral oil [Lubricant Eye],691286,mineral oil / petrolatum,,code-search,,691286,mineral oil / petrolatum,0.90,ok,Ingredient combination matches; Lubricant Eye is qualifier
064260,chlorpheniramine-DM,214390,chlorpheniramine / dextromethorphan,,code-search,,214390,chlorpheniramine / dextromethorphan,0.85,ok,FSN matches input exactly
064261,hydrocodone-acetaminophen,214182,acetaminophen / hydrocodone,,code-search,,214182,acetaminophen / hydrocodone,0.95,ok,FSN matches combination drug exactly; others add strengths or extra ingredients
