mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
omega-3s-dha-epa-fish oil,omega-3s-dha-epa-fish oil,http://www.nlm.nih.gov/research/umls/rxnorm,4419,fish oils,,code-search,,4419,fish oils,0.85,ok,Broadest match capturing omega-3/DHA/EPA fish oil concept
omeprazole,omeprazole,http://www.nlm.nih.gov/research/umls/rxnorm,7646,omeprazole,,term-join,Q1-exact,,,,not-needed,
omeprazole (bulk),omeprazole (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,7646,omeprazole,,term-join,Q3-paren,,,,not-needed,
omeprazole magnesium,omeprazole magnesium,http://www.nlm.nih.gov/research/umls/rxnorm,236486,omeprazole magnesium,,term-join,Q1-exact,,,,not-needed,
omeprazole-sodium bicarbonate,omeprazole-sodium bicarbonate,http://www.nlm.nih.gov/research/umls/rxnorm,617777,omeprazole / sodium bicarbonate,,code-search,,617777,omeprazole / sodium bicarbonate,0.95,ok,FSN matches the combination product exactly
onabotulinumtoxinA,onabotulinumtoxinA,http://www.nlm.nih.gov/research/umls/rxnorm,860189,onabotulinumtoxinA,,term-join,Q1-exact,,,,not-needed,
ondansetron,ondansetron,http://www.nlm.nih.gov/research/umls/rxnorm,26225,ondansetron,,term-join,Q1-exact,,,,not-needed,
opium tincture,opium tincture,http://www.nlm.nih.gov/research/umls/rxnorm,221134,opium tincture,,term-join,Q1-exact,,,,not-needed,
oritavancin,oritavancin,http://www.nlm.nih.gov/research/umls/rxnorm,1547611,oritavancin,,term-join,Q1-exact,,,,not-needed,
orphenadrine citrate,orphenadrine citrate,http://www.nlm.nih.gov/research/umls/rxnorm,7716,orphenadrine citrate,,term-join,Q1-exact,,,,not-needed,
oseltamivir,oseltamivir,http://www.nlm.nih.gov/research/umls/rxnorm,260101,oseltamivir,,term-join,Q1-exact,,,,not-needed,
osimertinib,osimertinib,http://www.nlm.nih.gov/research/umls/rxnorm,1721560,osimertinib,,term-join,Q1-exact,,,,not-needed,
oxandrolone,oxandrolone,http://www.nlm.nih.gov/research/umls/rxnorm,7779,oxandrolone,,term-join,Q1-exact,,,,not-needed,
oxyCODONE,oxyCODONE,http://www.nlm.nih.gov/research/umls/rxnorm,7804,oxycodone,,term-join,Q1-exact,,,,not-needed,
oxyCODONE myristate,oxyCODONE myristate,,,,"code-search proposed 55452001 'Oxycodone' at 0.70, below the 0.85 threshold.",code-search,,55452001,Oxycodone,0.70,below-threshold,No 'oxycodone myristate' code; closest is Oxycodone substance
oxyMORphone,oxyMORphone,http://www.nlm.nih.gov/research/umls/rxnorm,7814,oxymorphone,,term-join,Q1-exact,,,,not-needed,
oxybutynin,oxybutynin,http://www.nlm.nih.gov/research/umls/rxnorm,32675,oxybutynin,,term-join,Q1-exact,,,,not-needed,
oxybutynin chloride,oxybutynin chloride,http://www.nlm.nih.gov/research/umls/rxnorm,54251,oxybutynin chloride,,term-join,Q1-exact,,,,not-needed,
oxymetazoline,oxymetazoline,http://www.nlm.nih.gov/research/umls/rxnorm,7812,oxymetazoline,,term-join,Q1-exact,,,,not-needed,
palbociclib,palbociclib,http://www.nlm.nih.gov/research/umls/rxnorm,1601374,palbociclib,,term-join,Q1-exact,,,,not-needed,
paliperidone palm (3-month),paliperidone palm (3-month),http://www.nlm.nih.gov/research/umls/rxnorm,2570418,paliperidone palmitate 1092 in 3.5 ML Prefilled Syringe,,code-search,,2570418,paliperidone palmitate 1092 in 3.5 ML Prefilled Syringe,0.85,ok,3-month paliperidone palmitate formulation (1092 mg/3.5 mL)
palonosetron,palonosetron,http://www.nlm.nih.gov/research/umls/rxnorm,70561,palonosetron,,term-join,Q1-exact,,,,not-needed,
pantoprazole,pantoprazole,http://www.nlm.nih.gov/research/umls/rxnorm,40790,pantoprazole,,term-join,Q1-exact,,,,not-needed,
parathyroid hormone,parathyroid hormone,http://www.nlm.nih.gov/research/umls/rxnorm,1427222,parathyroid hormone,,term-join,Q1-exact,,,,not-needed,
paromomycin,paromomycin,http://www.nlm.nih.gov/research/umls/rxnorm,7934,paromomycin,,term-join,Q1-exact,,,,not-needed,
paromomycin sulfate (bulk),paromomycin sulfate (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,66912,paromomycin sulfate,,term-join,Q3-paren,,,,not-needed,
patiromer calcium sorbitex,patiromer calcium sorbitex,http://www.nlm.nih.gov/research/umls/rxnorm,2204723,patiromer sorbitex calcium,,code-search,,2204723,patiromer sorbitex calcium,0.92,ok,
pazopanib,pazopanib,http://www.nlm.nih.gov/research/umls/rxnorm,714438,pazopanib,,term-join,Q1-exact,,,,not-needed,
pegfilgrastim,pegfilgrastim,http://www.nlm.nih.gov/research/umls/rxnorm,338036,pegfilgrastim,,term-join,Q1-exact,,,,not-needed,
penicillin G potassium,penicillin G potassium,http://www.nlm.nih.gov/research/umls/rxnorm,203133,penicillin G potassium,,term-join,Q1-exact,,,,not-needed,
penicillin V potassium,penicillin V potassium,http://www.nlm.nih.gov/research/umls/rxnorm,203195,penicillin V potassium,,term-join,Q1-exact,,,,not-needed,
pentosan polysulfate sodium,pentosan polysulfate sodium,http://www.nlm.nih.gov/research/umls/rxnorm,134413,pentosan polysulphate sodium,,term-join,Q1-exact,,,,not-needed,
peppermint oil,peppermint oil,http://www.nlm.nih.gov/research/umls/rxnorm,33094,peppermint oil,,term-join,Q1-exact,,,,not-needed,
perampanel,perampanel,http://www.nlm.nih.gov/research/umls/rxnorm,1356552,perampanel,,term-join,Q1-exact,,,,not-needed,
permethrin,permethrin,http://www.nlm.nih.gov/research/umls/rxnorm,33199,permethrin,,term-join,Q1-exact,,,,not-needed,
perphenazine,perphenazine,http://www.nlm.nih.gov/research/umls/rxnorm,8076,perphenazine,,term-join,Q1-exact,,,,not-needed,
petrolatum,petrolatum,http://www.nlm.nih.gov/research/umls/rxnorm,8091,petrolatum,,term-join,Q1-exact,,,,not-needed,
phenobarb-hyoscy-atropine-scop,phenobarb-hyoscy-atropine-scop,http://www.nlm.nih.gov/research/umls/rxnorm,689606,atropine / hyoscyamine / phenobarbital / scopolamine,,code-search,,689606,atropine / hyoscyamine / phenobarbital / scopolamine,0.95,ok,FSN matches all four ingredients exactly
phentermine,phentermine,http://www.nlm.nih.gov/research/umls/rxnorm,8152,phentermine,,term-join,Q1-exact,,,,not-needed,
phenylephrine HCl,phenylephrine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,8164,phenylephrine hydrochloride,,term-join,Q2-salt,,,,not-needed,
phenylephrine HCl in 0.9% NaCl,phenylephrine HCl in 0.9% NaCl,http://www.nlm.nih.gov/research/umls/rxnorm,8164,phenylephrine hydrochloride,,code-search,,8164,phenylephrine hydrochloride,0.85,ok,FSN matches active ingredient; NaCl diluent not separately coded
phenytoin sodium extended,phenytoin sodium extended,http://www.nlm.nih.gov/research/umls/rxnorm,71227,phenytoin sodium,,code-search,,71227,phenytoin sodium,0.85,ok,Base concept matches; 'extended' is unstated release qualifier
phosphatidylcholine (bulk),phosphatidylcholine (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,8214,lecithin,,code-search,,8214,lecithin,0.85,ok,"Bulk substance; lecithin is synonym for phosphatidylcholine, no unstated source"
phytonadione (vitamin K1),phytonadione (vitamin K1),http://www.nlm.nih.gov/research/umls/rxnorm,8308,vitamin K1,,term-join,Q3-paren,,,,not-needed,
pilocarpine HCl,pilocarpine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,235426,pilocarpine hydrochloride,,term-join,Q2-salt,,,,not-needed,
pilocarpine HCl (bulk),pilocarpine HCl (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,235426,pilocarpine hydrochloride,,term-join,Q4-paren-salt,,,,not-needed,
pimavanserin,pimavanserin,http://www.nlm.nih.gov/research/umls/rxnorm,1791685,pimavanserin,,term-join,Q1-exact,,,,not-needed,
pimozide,pimozide,http://www.nlm.nih.gov/research/umls/rxnorm,8331,pimozide,,term-join,Q1-exact,,,,not-needed,
pioglitazone,pioglitazone,http://www.nlm.nih.gov/research/umls/rxnorm,33738,pioglitazone,,term-join,Q1-exact,,,,not-needed,
pioglitazone-glimepiride,pioglitazone-glimepiride,http://www.nlm.nih.gov/research/umls/rxnorm,647235,glimepiride / pioglitazone,,code-search,,647235,glimepiride / pioglitazone,0.95,ok,FSN matches combination product without unstated strength
pirfenidone,pirfenidone,http://www.nlm.nih.gov/research/umls/rxnorm,1592254,pirfenidone,,term-join,Q1-exact,,,,not-needed,
pitavastatin,pitavastatin,http://www.nlm.nih.gov/research/umls/rxnorm,861634,pitavastatin,,term-join,Q1-exact,,,,not-needed,
pitavastatin calcium,pitavastatin calcium,http://www.nlm.nih.gov/research/umls/rxnorm,861640,pitavastatin calcium,,term-join,Q1-exact,,,,not-needed,
polymyxin B sulf-trimethoprim,polymyxin B sulf-trimethoprim,http://www.nlm.nih.gov/research/umls/rxnorm,219314,polymyxin B / trimethoprim,,code-search,,219314,polymyxin B / trimethoprim,0.90,ok,FSN matches the combination product
polyvinyl alcohol,polyvinyl alcohol,http://www.nlm.nih.gov/research/umls/rxnorm,8570,polyvinyl alcohol,,term-join,Q1-exact,,,,not-needed,
polyvinyl alcohol-povidon(PF),polyvinyl alcohol-povidon(PF),http://www.nlm.nih.gov/research/umls/rxnorm,689958,polyvinyl alcohol / povidone,,code-search,,689958,polyvinyl alcohol / povidone,0.90,ok,FSN matches the combination; (PF) is a non-coded qualifier
pomalidomide,pomalidomide,http://www.nlm.nih.gov/research/umls/rxnorm,1369713,pomalidomide,,term-join,Q1-exact,,,,not-needed,
ponatinib,ponatinib,http://www.nlm.nih.gov/research/umls/rxnorm,1364347,ponatinib,,term-join,Q1-exact,,,,not-needed,
potassium,potassium,http://www.nlm.nih.gov/research/umls/rxnorm,8588,potassium,,term-join,Q1-exact,,,,not-needed,
potassium chloride,potassium chloride,http://www.nlm.nih.gov/research/umls/rxnorm,8591,potassium chloride,,term-join,Q1-exact,,,,not-needed,
potassium citrate,potassium citrate,http://www.nlm.nih.gov/research/umls/rxnorm,54993,potassium citrate,,term-join,Q1-exact,,,,not-needed,
potassium gluconate,potassium gluconate,http://www.nlm.nih.gov/research/umls/rxnorm,89903,potassium gluconate,,term-join,Q1-exact,,,,not-needed,
potassium gluconate (bulk),potassium gluconate (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,89903,potassium gluconate,,term-join,Q3-paren,,,,not-needed,
pramipexole,pramipexole,http://www.nlm.nih.gov/research/umls/rxnorm,746741,pramipexole,,term-join,Q1-exact,,,,not-needed,
pravastatin,pravastatin,http://www.nlm.nih.gov/research/umls/rxnorm,42463,pravastatin,,term-join,Q1-exact,,,,not-needed,
praziquantel,praziquantel,http://www.nlm.nih.gov/research/umls/rxnorm,8628,praziquantel,,term-join,Q1-exact,,,,not-needed,
predniSONE,predniSONE,http://www.nlm.nih.gov/research/umls/rxnorm,8640,prednisone,,term-join,Q1-exact,,,,not-needed,
predniSONE Intensol,predniSONE Intensol,http://www.nlm.nih.gov/research/umls/rxnorm,582600,Prednisone Intensol,,term-join,Q1-exact,,,,not-needed,
prednisoLONE,prednisoLONE,http://www.nlm.nih.gov/research/umls/rxnorm,8638,prednisolone,,term-join,Q1-exact,,,,not-needed,
prednisoLONE acetate,prednisoLONE acetate,http://www.nlm.nih.gov/research/umls/rxnorm,34372,prednisolone acetate,,term-join,Q1-exact,,,,not-needed,
prednisoLONE sodium phosphate,prednisoLONE sodium phosphate,http://www.nlm.nih.gov/research/umls/rxnorm,55062,prednisolone sodium phosphate,,term-join,Q1-exact,,,,not-needed,
prednisolone-moxiflo-nepafenac,prednisolone-moxiflo-nepafenac,http://www.nlm.nih.gov/research/umls/rxnorm,8638,prednisolone,,code-search,,8638,prednisolone,0.85,ok,Primary ingredient of the combination
pregabalin,pregabalin,http://www.nlm.nih.gov/research/umls/rxnorm,187832,pregabalin,,term-join,Q1-exact,,,,not-needed,
"prenat.vits,cal,min-iron-folic","prenat.vits,cal,min-iron-folic",,,,"code-search proposed 1189471000168105 'Lutein + docosahexaenoic acid + eicosapentaenoic acid + betacarotene + folic acid + iron + iodine + thiamine + riboflavin + nicotinamide + pantothenic acid + pyridoxine + cyanocobalamin + ascorbic acid + colecalciferol + dl-alpha-tocopherol + biotin + calcium + zinc + selenium (medicinal product)' at 0.80, below the 0.85 threshold.",code-search,,1189471000168105,Lutein + docosahexaenoic acid + eicosapentaenoic acid + betacarotene + folic acid + iron + iodine + thiamine + riboflavin + nicotinamide + pantothenic acid + pyridoxine + cyanocobalamin + ascorbic acid + colecalciferol + dl-alpha-tocopherol + biotin + calcium + zinc + selenium (medicinal product),0.80,below-threshold,"Generic prenatal multivitamin with calcium, iron, folic acid, minerals; matches generic input without strength overstepping"
prenatal cmb#95-iron-FA-dha,prenatal cmb#95-iron-FA-dha,,,,"code-search proposed 438681000124106 'Multivitamin multimineral supplement' at 0.70, below the 0.85 threshold.",code-search,,438681000124106,Multivitamin multimineral supplement,0.70,below-threshold,Prenatal combination supplement; closest broad match
primiDONE,primiDONE,http://www.nlm.nih.gov/research/umls/rxnorm,8691,primidone,,term-join,Q1-exact,,,,not-needed,
proGESTerone,proGESTerone,http://www.nlm.nih.gov/research/umls/rxnorm,8727,progesterone,,term-join,Q1-exact,,,,not-needed,
proGESTerone (bulk),proGESTerone (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,8727,progesterone,,term-join,Q3-paren,,,,not-needed,
proGESTerone micronized,proGESTerone micronized,http://www.nlm.nih.gov/research/umls/rxnorm,259409,"progesterone, micronized",,code-search,,259409,"progesterone, micronized",1.00,ok,
procarbazine,procarbazine,http://www.nlm.nih.gov/research/umls/rxnorm,8702,procarbazine,,term-join,Q1-exact,,,,not-needed,
promethazine,promethazine,http://www.nlm.nih.gov/research/umls/rxnorm,8745,promethazine,,term-join,Q1-exact,,,,not-needed,
propafenone,propafenone,http://www.nlm.nih.gov/research/umls/rxnorm,8754,propafenone,,term-join,Q1-exact,,,,not-needed,
propranolol,propranolol,http://www.nlm.nih.gov/research/umls/rxnorm,8787,propranolol,,term-join,Q1-exact,,,,not-needed,
protriptyline,protriptyline,http://www.nlm.nih.gov/research/umls/rxnorm,8886,protriptyline,,term-join,Q1-exact,,,,not-needed,
prucalopride,prucalopride,http://www.nlm.nih.gov/research/umls/rxnorm,2107310,prucalopride,,term-join,Q1-exact,,,,not-needed,
psyllium husk,psyllium husk,http://www.nlm.nih.gov/research/umls/rxnorm,104129,ispaghula husk,,term-join,Q1-exact,,,,not-needed,
pyridoxine,pyridoxine,http://www.nlm.nih.gov/research/umls/rxnorm,684879,pyridoxine,,term-join,Q1-exact,,,,not-needed,
pyrimethamine,pyrimethamine,http://www.nlm.nih.gov/research/umls/rxnorm,9010,pyrimethamine,,term-join,Q1-exact,,,,not-needed,
quinacrine (bulk),quinacrine (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,9061,quinacrine,,term-join,Q3-paren,,,,not-needed,
quinapril,quinapril,http://www.nlm.nih.gov/research/umls/rxnorm,35208,quinapril,,term-join,Q1-exact,,,,not-needed,
quiniDINE Gluconate,quiniDINE Gluconate,http://www.nlm.nih.gov/research/umls/rxnorm,35220,quinidine gluconate,,term-join,Q1-exact,,,,not-needed,
quiniDINE Gluconate E.R.,quiniDINE Gluconate E.R.,http://www.nlm.nih.gov/research/umls/rxnorm,35220,quinidine gluconate,,code-search,,35220,quinidine gluconate,0.85,ok,FSN matches; E.R. is a release-form qualifier
rOPINIRole,rOPINIRole,http://www.nlm.nih.gov/research/umls/rxnorm,72302,ropinirole,,term-join,Q1-exact,,,,not-needed,
raNITIdine HCl,raNITIdine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203136,ranitidine hydrochloride,,term-join,Q2-salt,,,,not-needed,
raloxifene,raloxifene,http://www.nlm.nih.gov/research/umls/rxnorm,72143,raloxifene,,term-join,Q1-exact,,,,not-needed,
raltegravir,raltegravir,http://www.nlm.nih.gov/research/umls/rxnorm,719872,raltegravir,,term-join,Q1-exact,,,,not-needed,
ranitidine HCl,ranitidine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203136,ranitidine hydrochloride,,term-join,Q2-salt,,,,not-needed,
ranolazine,ranolazine,http://www.nlm.nih.gov/research/umls/rxnorm,35829,ranolazine,,term-join,Q1-exact,,,,not-needed,
rasagiline,rasagiline,http://www.nlm.nih.gov/research/umls/rxnorm,134748,rasagiline,,term-join,Q1-exact,,,,not-needed,
repaglinide,repaglinide,http://www.nlm.nih.gov/research/umls/rxnorm,73044,repaglinide,,term-join,Q1-exact,,,,not-needed,
revefenacin,revefenacin,http://www.nlm.nih.gov/research/umls/rxnorm,2102775,revefenacin,,term-join,Q1-exact,,,,not-needed,
rho(D) immune globulin,rho(D) immune globulin,http://www.nlm.nih.gov/research/umls/rxnorm,35465,Rho(D) immune globulin,,term-join,Q1-exact,,,,not-needed,
riTUXimab,riTUXimab,http://www.nlm.nih.gov/research/umls/rxnorm,121191,rituximab,,term-join,Q1-exact,,,,not-needed,
riTUXimab Desensitization,riTUXimab Desensitization,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
riTUXimab*,riTUXimab*,http://www.nlm.nih.gov/research/umls/rxnorm,121191,rituximab,,term-join,Q1-exact,,,,not-needed,
ribavirin,ribavirin,http://www.nlm.nih.gov/research/umls/rxnorm,9344,ribavirin,,term-join,Q1-exact,,,,not-needed,
riboflavin (vitamin B2),riboflavin (vitamin B2),http://www.nlm.nih.gov/research/umls/rxnorm,9346,riboflavin,,term-join,Q3-paren,,,,not-needed,
rifAXIMin,rifAXIMin,http://www.nlm.nih.gov/research/umls/rxnorm,35619,rifaximin,,term-join,Q1-exact,,,,not-needed,
rilpivirine,rilpivirine,http://www.nlm.nih.gov/research/umls/rxnorm,1102270,rilpivirine,,term-join,Q1-exact,,,,not-needed,
riluzole,riluzole,http://www.nlm.nih.gov/research/umls/rxnorm,35623,riluzole,,term-join,Q1-exact,,,,not-needed,
riociguat,riociguat,http://www.nlm.nih.gov/research/umls/rxnorm,1439816,riociguat,,term-join,Q1-exact,,,,not-needed,
risedronate,risedronate,http://www.nlm.nih.gov/research/umls/rxnorm,73056,risedronate,,term-join,Q1-exact,,,,not-needed,
ritonavir,ritonavir,http://www.nlm.nih.gov/research/umls/rxnorm,85762,ritonavir,,term-join,Q1-exact,,,,not-needed,
rivaroxaban,rivaroxaban,http://www.nlm.nih.gov/research/umls/rxnorm,1114195,rivaroxaban,,term-join,Q1-exact,,,,not-needed,
rivastigmine,rivastigmine,http://www.nlm.nih.gov/research/umls/rxnorm,183379,rivastigmine,,term-join,Q1-exact,,,,not-needed,
rivastigmine tartrate,rivastigmine tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,994808,rivastigmine tartrate,,term-join,Q1-exact,,,,not-needed,
rizatriptan,rizatriptan,http://www.nlm.nih.gov/research/umls/rxnorm,88014,rizatriptan,,term-join,Q1-exact,,,,not-needed,
rocuronium,rocuronium,http://www.nlm.nih.gov/research/umls/rxnorm,68139,rocuronium,,term-join,Q1-exact,,,,not-needed,
roflumilast,roflumilast,http://www.nlm.nih.gov/research/umls/rxnorm,1091836,roflumilast,,term-join,Q1-exact,,,,not-needed,
romiPLOStim,romiPLOStim,http://www.nlm.nih.gov/research/umls/rxnorm,805452,romiplostim,,term-join,Q1-exact,,,,not-needed,
ropivacaine (PF),ropivacaine (PF),http://www.nlm.nih.gov/research/umls/rxnorm,35780,ropivacaine,,term-join,Q3-paren,,,,not-needed,
rosiglitazone,rosiglitazone,http://www.nlm.nih.gov/research/umls/rxnorm,84108,rosiglitazone,,term-join,Q1-exact,,,,not-needed,
rosuvastatin,rosuvastatin,http://www.nlm.nih.gov/research/umls/rxnorm,301542,rosuvastatin,,term-join,Q1-exact,,,,not-needed,
rotigotine,rotigotine,http://www.nlm.nih.gov/research/umls/rxnorm,616739,rotigotine,,term-join,Q1-exact,,,,not-needed,
ruxolitinib,ruxolitinib,http://www.nlm.nih.gov/research/umls/rxnorm,1193326,ruxolitinib,,term-join,Q1-exact,,,,not-needed,
sacubitril-valsartan,sacubitril-valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,1656339,sacubitril / valsartan,,code-search,,1656339,sacubitril / valsartan,0.95,ok,FSN matches input exactly; general combination product
