mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
59572030250,Melphalan,http://www.nlm.nih.gov/research/umls/rxnorm,6718,melphalan,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Melphalan', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6718,Melphalan
59572041000,lenalidomide,http://www.nlm.nih.gov/research/umls/rxnorm,616114,Revlimid 10 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 616114. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,616114,Revlimid 10 MG Oral Capsule,342369,lenalidomide
59572041521,Lenalodomide,http://www.nlm.nih.gov/research/umls/rxnorm,643714,Revlimid 15 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 643714. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,643714,Revlimid 15 MG Oral Capsule,,
59572063255,Otezla,http://www.nlm.nih.gov/research/umls/rxnorm,1605455,Otezla 28-Day Starter Pack,"RxNorm 20231106 lists this NDC on RxCUI 1605455. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1605455,Otezla 28-Day Starter Pack,1492733,Otezla
59572096210,INV-Romidepsin,http://www.nlm.nih.gov/research/umls/rxnorm,877516,ISTODAX 10 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 877516. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,877516,ISTODAX 10 MG Injection,,
59627000103,Interferon Beta-1a,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Interferon Beta-1a' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59630045008,Nitrofurantoin (Macrodantin),http://www.nlm.nih.gov/research/umls/rxnorm,7454,nitrofurantoin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Nitrofurantoin (Macrodantin)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,7454,Nitrofurantoin (Macrodantin)
59630076210,MethylPHENIDATE (Ritalin),http://www.nlm.nih.gov/research/umls/rxnorm,1091153,METHYLIN 10 MG Chewable Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1091153. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1091153,METHYLIN 10 MG Chewable Tablet,6901,MethylPHENIDATE (Ritalin)
59676010101,Muromonab-CD3,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Muromonab-CD3' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59676020101,Cladribine,http://www.nlm.nih.gov/research/umls/rxnorm,44157,cladribine,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Cladribine', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,44157,Cladribine
59676027801,Rilpivirine,http://www.nlm.nih.gov/research/umls/rxnorm,1102277,EDURANT 25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1102277. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1102277,EDURANT 25 MG Oral Tablet,1102270,Rilpivirine
59676030201,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,205918,PROCRIT 2000 UNT in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 205918. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,205918,PROCRIT 2000 UNT in 1 ML Injection,105694,Epoetin Alfa
59676030301,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,205922,PROCRIT 3000 UNT in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 205922. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,205922,PROCRIT 3000 UNT in 1 ML Injection,105694,Epoetin Alfa
59676030401,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,205924,PROCRIT 4000 UNT in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 205924. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,205924,PROCRIT 4000 UNT in 1 ML Injection,105694,Epoetin Alfa
59676031001,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,1721690,"PROCRIT 10,000 UNT in 1 ML Injection","RxNorm 20231106 lists this NDC on RxCUI 1721690. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1721690,"PROCRIT 10,000 UNT in 1 ML Injection",105694,Epoetin Alfa
59676032001,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,212219,"PROCRIT 20,000 UNT/ML Injectable Solution","RxNorm 20231106 lists this NDC on RxCUI 212219. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,212219,"PROCRIT 20,000 UNT/ML Injectable Solution",105694,Epoetin Alfa
59676032004,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,212219,"PROCRIT 20,000 UNT/ML Injectable Solution","RxNorm 20231106 lists this NDC on RxCUI 212219. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,212219,"PROCRIT 20,000 UNT/ML Injectable Solution",105694,Epoetin Alfa
59676034001,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,213475,"PROCRIT 40,000 UNT in 1 ML Injection","RxNorm 20231106 lists this NDC on RxCUI 213475. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,213475,"PROCRIT 40,000 UNT in 1 ML Injection",105694,Epoetin Alfa
59676056001,Darunavir,http://www.nlm.nih.gov/research/umls/rxnorm,460132,darunavir,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Darunavir', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,460132,Darunavir
59676056101,Darunavir,http://www.nlm.nih.gov/research/umls/rxnorm,460132,darunavir,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Darunavir', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,460132,Darunavir
59676056201,darunavir ethanolate,http://www.nlm.nih.gov/research/umls/rxnorm,794610,PREZISTA 600 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 794610. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,794610,PREZISTA 600 MG Oral Tablet,644682,darunavir ethanolate
59676056501,Darunavir,http://www.nlm.nih.gov/research/umls/rxnorm,1236632,PREZISTA 100 MG in 1 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 1236632. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1236632,PREZISTA 100 MG in 1 mL Oral Suspension,460132,Darunavir
59676056630,Darunavir,http://www.nlm.nih.gov/research/umls/rxnorm,1359271,Prezista 800 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1359271. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1359271,Prezista 800 MG Oral Tablet,460132,Darunavir
59676057001,Intelence,http://www.nlm.nih.gov/research/umls/rxnorm,758555,INTELENCE 100 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 758555. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,758555,INTELENCE 100 MG Oral Tablet,,
59676096001,Liposomal DOXOrubicin (Doxil),http://www.nlm.nih.gov/research/umls/rxnorm,214525,doxorubicin liposome,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Liposomal DOXOrubicin (Doxil)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,214525,Liposomal DOXOrubicin (Doxil)
59730420301,Hepatitis B Immune Globulin (Nabi-HB),http://www.nlm.nih.gov/research/umls/rxnorm,1658127,Nabi-HB > 1560 UNT in 5 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1658127. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1658127,Nabi-HB > 1560 UNT in 5 ML Injection,,
59730560101,*NF* Allopurinol Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,261265,ALOPRIM 500 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 261265. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,261265,ALOPRIM 500 MG Injection,,
59730640201,Calcium Acetate,http://www.nlm.nih.gov/research/umls/rxnorm,214342,calcium acetate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Calcium Acetate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,214342,Calcium Acetate
59746002022,RisperiDONE (Disintegrating Tablet),http://www.nlm.nih.gov/research/umls/rxnorm,401953,risperiDONE 1 MG Disintegrating Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 401953. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,401953,risperiDONE 1 MG Disintegrating Oral Tablet,35636,RisperiDONE (Disintegrating Tablet)
59746011209,Indapamide,http://www.nlm.nih.gov/research/umls/rxnorm,5764,indapamide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Indapamide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,5764,Indapamide
59762004901,Methylprednisolone,http://www.nlm.nih.gov/research/umls/rxnorm,197973,methylPREDNISolone 8 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 197973. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197973,methylPREDNISolone 8 MG Oral Tablet,6902,Methylprednisolone
59762005501,MedroxyPROGESTERone Acetate,http://www.nlm.nih.gov/research/umls/rxnorm,1000135,medroxyPROGESTERone acetate 2.5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1000135. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1000135,medroxyPROGESTERone acetate 2.5 MG Oral Tablet,1000112,MedroxyPROGESTERone Acetate
59762007301,Hydrocortisone,http://www.nlm.nih.gov/research/umls/rxnorm,197787,hydrocortisone 5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 197787. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197787,hydrocortisone 5 MG Oral Tablet,5492,Hydrocortisone
